aged_70_older,PrivateGatheringRestrictions,B.1.427/B.1.429,new_tests_smoothed_per_thousand,ClosPubAnyPartial,weekly_icu_admissions,new_tests_per_thousand,people_vaccinated,total_vaccinations_per_hundred,WorkplaceClosures,new_cases_smoothed,BanOnAllEvents,StayHomeRiskG,AT.1,EntertainmentVenues,HotelsOtherAccommodationPartial,OutdoorOver500,ClosDaycare,B.1.525,AdaptationOfWorkplacePartial,new_vaccinations,B.1.1.7+E484K,RestaurantsCafesPartial,IndoorOver50,SocialCircle,B.1.640,hosp_patients_per_million,cardiovasc_death_rate,C.1.2,StayHomeGen,C.37,P.3,B.1.617.2,B.1.351,diabetes_prevalence,people_fully_vaccinated,population_density,B.1.617.3,MassGatherAllPartial,new_deaths,StayHomeOrderPartial,StayHomeRiskGPartial,total_boosters_per_hundred,new_tests,ClosSec,AY.4.2,OutdoorOver100,HotelsOtherAccommodation,weekly_hosp_admissions_per_million,people_vaccinated_per_hundred,stringency_index,IndoorOver1000,UNK,MasksVoluntaryAllSpaces,GymsSportsCentresPartial,icu_patients,gdp_per_capita,IndoorOver500,MasksMandatoryAllSpacesPartial,new_cases,life_expectancy,AdaptationOfWorkplace,ClosHigh,GymsSportsCentres,RestaurantsCafes,Teleworking,MassGather50,total_deaths,RegionalStayHomeOrder,new_vaccinations_smoothed,MasksMandatoryClosedSpacesPartial,people_fully_vaccinated_per_hundred,total_vaccinations,P.1,MassGather50Partial,total_boosters,IndoorOver100,MasksVoluntaryAllSpacesPartial,B.1.617.1,total_tests,MasksMandatoryClosedSpaces,total_cases_per_million,new_vaccinations_smoothed_per_million,B.1.617,RegionalStayHomeOrderPartial,hosp_patients,PlaceOfWorship,QuarantineForInternationalTravellersPartial,PlaceOfWorshipPartial,B.1.526,SocialCirclePartial,OutdoorOver50,female_smokers,ClosPrimPartial,new_cases_smoothed_per_million,weekly_hosp_admissions,total_tests_per_thousand,weekly_icu_admissions_per_million,B.1.620,new_cases_per_million,ClosPrim,NonEssentialShopsPartial,handwashing_facilities,BanOnAllEventsPartial,EntertainmentVenuesPartial,male_smokers,aged_65_older,total_cases,new_tests_smoothed,QuarantineForInternationalTravellers,MasksVoluntaryClosedSpaces,B.1.621,MasksVoluntaryClosedSpacesPartial,Other,SGTF,median_age,MasksMandatoryAllSpaces,NonEssentialShops,human_development_index,ClosSecPartial,B.1.1.529,ClosureOfPublicTransport,positive_rate,ClosureOfPublicTransportPartial,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand,ClosHighPartial,B.1.1.7,B.1.616,ClosPubAny,tests_per_case,total_deaths_per_million,icu_patients_per_million,TeleworkingPartial,new_people_vaccinated_smoothed,WorkplaceClosuresPartial,MassGatherAll,population,OutdoorOver1000,reproduction_rate,StayHomeGenPartial,PrivateGatheringRestrictionsPartial,extreme_poverty,ClosDaycarePartial,StayHomeOrder
5.061,0.0,0.0,0.518,0.0,0.0,0.505,0.0,0.0,0.0,1266.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,27.0,0.0,0.0,0.0,42982.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1268.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989345.0,0.0,2236.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,14.895,0.0,35.151,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,41.1,8.153,190165.0,44090.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0287,0.0,0.0,2.81,0.0,0.0,0.0,0.0,34.8,58.806,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.06,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.519,0.0,0.0,0.629,0.0,0.0,0.0,1275.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,24.0,0.0,0.0,0.0,53486.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1492.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042831.0,0.0,2253.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.001,0.0,35.78,0.0,0.0,17.544,0.0,0.0,0.0,0.0,0.0,41.1,8.153,191657.0,44174.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0289,0.0,0.0,2.81,0.0,0.0,0.0,0.0,34.6,59.088,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.08,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.526,0.0,0.0,0.615,0.0,0.0,0.0,1297.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,21.0,0.0,0.0,0.0,52303.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1458.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3095134.0,0.0,2270.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.26,0.0,36.395,0.0,0.0,17.144,0.0,0.0,0.0,0.0,0.0,41.1,8.153,193115.0,44730.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.029,0.0,0.0,2.81,0.0,0.0,0.0,0.0,34.5,59.335,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.07,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.543,0.0,0.0,0.602,0.0,0.0,0.0,1323.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,51198.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1396.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146332.0,0.0,2287.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.565,0.0,36.997,0.0,0.0,16.415,0.0,0.0,0.0,0.0,0.0,41.1,8.153,194511.0,46141.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0287,0.0,0.0,2.81,0.0,0.0,0.0,0.0,34.9,59.558,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.05,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.549,0.0,0.0,0.532,0.0,0.0,0.0,1341.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,17.0,0.0,0.0,0.0,45213.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1372.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191545.0,0.0,2303.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.774,0.0,37.529,0.0,0.0,16.133,0.0,0.0,0.0,0.0,0.0,41.1,8.153,195883.0,46727.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0287,0.0,0.0,2.81,0.0,0.0,0.0,0.0,34.8,59.758,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.03,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.563,0.0,0.0,0.568,0.0,0.0,0.0,1364.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,15.0,0.0,0.0,0.0,48309.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1356.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239854.0,0.0,2319.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,16.049,0.0,38.097,0.0,0.0,15.945,0.0,0.0,0.0,0.0,0.0,41.1,8.153,197239.0,47843.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0285,0.0,0.0,2.81,0.0,0.0,0.0,0.0,35.1,59.935,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.02,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.579,0.0,0.0,0.6,0.0,0.0,0.0,1388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,18.0,0.0,0.0,0.0,51014.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1374.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290868.0,0.0,2335.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,16.321,0.0,38.697,0.0,0.0,16.157,0.0,0.0,0.0,0.0,0.0,41.1,8.153,198613.0,49215.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0282,0.0,0.0,2.81,0.0,0.0,0.0,0.0,35.5,60.146,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,1.01,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.591,0.0,0.0,0.594,0.0,0.0,0.0,1391.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,16.0,0.0,0.0,0.0,50492.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1293.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341360.0,0.0,2350.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,16.363,0.0,39.29,0.0,0.0,15.204,0.0,0.0,0.0,0.0,0.0,41.1,8.153,199906.0,50288.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0277,0.0,0.0,2.81,0.0,0.0,0.0,0.0,36.1,60.334,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.98,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.589,0.0,0.0,0.615,0.0,0.0,0.0,1348.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,52313.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1192.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3393673.0,0.0,2364.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.859,0.0,39.906,0.0,0.0,14.016,0.0,0.0,0.0,0.0,0.0,41.1,8.153,201098.0,50120.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0269,0.0,0.0,2.81,0.0,0.0,0.0,0.0,37.2,60.558,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.94,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.585,0.0,0.0,0.585,0.0,0.0,0.0,1309.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,17.0,0.0,0.0,0.0,49714.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1186.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443387.0,0.0,2378.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.402,0.0,40.49,0.0,0.0,13.946,0.0,0.0,0.0,0.0,0.0,41.1,8.153,202284.0,49750.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0263,0.0,0.0,2.81,0.0,0.0,0.0,0.0,38.0,60.758,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.92,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.587,0.0,0.0,0.613,0.0,0.0,0.0,1277.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,52141.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1172.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495528.0,0.0,2392.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,15.026,0.0,41.103,0.0,0.0,13.781,0.0,0.0,0.0,0.0,0.0,41.1,8.153,203456.0,49885.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0256,0.0,0.0,2.81,0.0,0.0,0.0,0.0,39.0,60.981,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.91,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.592,0.0,0.0,0.567,0.0,0.0,0.0,1246.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,20.0,0.0,0.0,0.0,48248.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1154.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3543776.0,0.0,2405.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,14.66,0.0,41.671,0.0,0.0,13.57,0.0,0.0,0.0,0.0,0.0,41.1,8.153,204610.0,50319.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0248,0.0,0.0,2.81,0.0,0.0,0.0,0.0,40.4,61.216,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.589,0.0,0.0,0.546,0.0,0.0,0.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,46414.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1148.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590190.0,0.0,2419.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,14.31,0.0,42.216,0.0,0.0,13.499,0.0,0.0,0.0,0.0,0.0,41.1,8.153,205758.0,50048.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0243,0.0,0.0,2.81,0.0,0.0,0.0,0.0,41.1,61.44,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.59,0.0,0.0,0.614,0.0,0.0,0.0,1175.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,16.0,0.0,0.0,0.0,52193.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1086.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3642383.0,0.0,2432.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,13.827,0.0,42.83,0.0,0.0,12.77,0.0,0.0,0.0,0.0,0.0,41.1,8.153,206844.0,50216.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0234,0.0,0.0,2.81,0.0,0.0,0.0,0.0,42.7,61.628,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.89,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.591,0.0,0.0,0.594,0.0,0.0,0.0,1141.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,50545.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1053.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692928.0,0.0,2444.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,13.424,0.0,43.424,0.0,0.0,12.382,0.0,0.0,0.0,0.0,0.0,41.1,8.153,207897.0,50224.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0227,0.0,0.0,2.81,0.0,0.0,0.0,0.0,44.0,61.851,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.89,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.586,0.0,0.0,0.58,0.0,0.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,22.0,0.0,0.0,0.0,49302.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1041.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742230.0,0.0,2456.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,13.17,0.0,44.004,0.0,0.0,12.241,0.0,0.0,0.0,0.0,0.0,41.1,8.153,208938.0,49794.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0225,0.0,0.0,2.81,0.0,0.0,0.0,0.0,44.5,62.11,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.586,0.0,0.0,0.589,0.0,0.0,0.0,1096.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,18.0,0.0,0.0,0.0,50103.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1024.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792333.0,0.0,2468.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,12.898,0.0,44.593,0.0,0.0,12.041,0.0,0.0,0.0,0.0,0.0,41.1,8.153,209962.0,49849.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.022,0.0,0.0,2.81,0.0,0.0,0.0,0.0,45.4,62.322,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.581,0.0,0.0,0.574,0.0,0.0,0.0,1072.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,23.0,0.0,0.0,0.0,48787.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1003.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3841120.0,0.0,2480.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,12.614,0.0,45.167,0.0,0.0,11.794,0.0,0.0,0.0,0.0,0.0,41.1,8.153,210965.0,49370.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0217,0.0,0.0,2.81,0.0,0.0,0.0,0.0,46.0,62.592,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.88,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.581,0.0,0.0,0.574,0.0,0.0,0.0,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,21.0,0.0,0.0,0.0,48813.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1016.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889933.0,0.0,2492.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,12.382,0.0,45.741,0.0,0.0,11.947,0.0,0.0,0.0,0.0,0.0,41.1,8.153,211981.0,49451.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0213,0.0,0.0,2.81,0.0,0.0,0.0,0.0,47.0,62.839,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.89,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.579,0.0,0.0,0.532,0.0,0.0,0.0,1033.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,45232.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1012.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3935165.0,0.0,2504.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,12.154,0.0,46.273,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,41.1,8.153,212993.0,49282.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.021,0.0,0.0,2.81,0.0,0.0,0.0,0.0,47.7,63.062,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0
5.061,0.0,0.0,0.57,0.0,0.0,0.547,0.0,0.0,0.0,1022.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.285,0.0,0.0,0.0,0.0,0.0,0.0,12.13,0.0,104.914,0.0,0.0,19.0,0.0,0.0,0.0,46492.0,0.0,0.0,0.0,0.0,0.0,0.0,63.89,0.0,0.0,0.0,0.0,0.0,25129.341,0.0,0.0,1008.0,77.69,0.0,0.0,0.0,0.0,0.0,0.0,5382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3981657.0,0.0,2516.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,12.023,0.0,46.819,0.0,0.0,11.853,0.0,0.0,0.0,0.0,0.0,41.1,8.153,214001.0,48468.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.82,0.0,0.0,0.0,0.0211,0.0,0.0,2.81,0.0,0.0,0.0,0.0,47.4,63.286,0.0,0.0,0.0,0.0,0.0,85042736.0,0.0,0.91,0.0,0.0,0.2,0.0,0.0
