new_tests_per_thousand,new_tests_smoothed,cardiovasc_death_rate,total_deaths_per_million,aged_65_older,population_density,female_smokers,people_fully_vaccinated,new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed_per_hundred,total_tests_per_thousand,new_cases_smoothed_per_million,male_smokers,new_cases_per_million,total_vaccinations_per_hundred,people_vaccinated_per_hundred,new_cases_smoothed,reproduction_rate,total_vaccinations,new_vaccinations,people_fully_vaccinated_per_hundred,total_tests,people_vaccinated,tests_per_case,total_cases_per_million,life_expectancy,new_people_vaccinated_smoothed,gdp_per_capita,total_cases,positive_rate,new_deaths,stringency_index,new_vaccinations_smoothed_per_million,total_deaths,new_tests,new_vaccinations_smoothed,new_cases
0.011,2848.0,79.37,0.833,27.049,347.778,11.2,0.0,0.023,0.0,0.43,2.8160000000000003,33.7,4.244,0.0,0.0,355.0,1.74,0.0,0.0,0.0,54156.0,0.0,8.0,39.825,84.63,0.0,39002.223,5020.0,0.1246,2.0,45.37,0.0,105.0,1383.0,0.0,535.0
0.023,2920.0,79.37,0.8959999999999999,27.049,347.778,11.2,0.0,0.023,0.0,0.452,3.169,33.7,4.712,0.0,0.0,399.429,1.73,0.0,0.0,0.0,56997.0,0.0,7.3,44.538,84.63,0.0,39002.223,5614.0,0.1368,7.0,45.37,0.0,113.0,2841.0,0.0,594.0
0.043,3217.0,79.37,0.992,27.049,347.778,11.2,0.0,0.026,0.0,0.495,3.509,33.7,5.046,0.0,0.0,442.286,1.66,0.0,0.0,0.0,62386.0,0.0,7.3,49.583,84.63,0.0,39002.223,6250.0,0.1375,8.0,45.37,0.0,125.0,5389.0,0.0,636.0
0.013,3414.0,79.37,1.095,27.049,347.778,11.2,0.0,0.027000000000000003,0.0,0.508,3.883,33.7,5.561,0.0,0.0,489.429,1.56,0.0,0.0,0.0,64030.0,0.0,7.0,55.144,84.63,0.0,39002.223,6951.0,0.1434,12.0,45.37,0.0,138.0,1644.0,0.0,701.0
0.0,3391.0,79.37,1.166,27.049,347.778,11.2,0.0,0.027000000000000003,0.0,0.508,4.077,33.7,4.141,0.0,0.0,513.857,1.43,0.0,0.0,0.0,64087.0,0.0,6.6,59.286,84.63,0.0,39002.223,7473.0,0.1515,13.0,45.37,0.0,147.0,57.0,0.0,522.0
0.073,3587.0,79.37,1.238,27.049,347.778,11.2,0.0,0.028,0.0,0.5820000000000001,4.151,33.7,2.38,0.0,0.0,523.286,1.31,0.0,0.0,0.0,73339.0,0.0,6.9,61.666,84.63,0.0,39002.223,7773.0,0.1459,9.0,45.37,0.0,156.0,9252.0,0.0,300.0
0.065,4117.0,79.37,1.349,27.049,347.778,11.2,0.0,0.033,0.0,0.647,4.298,33.7,3.998,0.0,0.0,541.714,1.23,0.0,0.0,0.0,81594.0,0.0,7.6,65.664,84.63,0.0,39002.223,8277.0,0.1316,9.0,45.37,0.0,170.0,8255.0,0.0,504.0
0.005,4019.0,79.37,1.476,27.049,347.778,11.2,0.0,0.032,0.0,0.653,4.324,33.7,4.427,0.0,0.0,545.0,1.17,0.0,0.0,0.0,82287.0,0.0,7.4,70.09100000000001,84.63,0.0,39002.223,8835.0,0.1356,14.0,45.37,0.0,186.0,693.0,0.0,558.0
0.042,4374.0,79.37,1.618,27.049,347.778,11.2,0.0,0.035,0.0,0.695,4.289,33.7,4.466,0.0,0.0,540.571,1.12,0.0,0.0,0.0,87612.0,0.0,8.1,74.557,84.63,0.0,39002.223,9398.0,0.1236,16.0,47.22,0.0,204.0,5325.0,0.0,563.0
0.033,4196.0,79.37,1.722,27.049,347.778,11.2,0.0,0.033,0.0,0.728,4.202,33.7,4.4430000000000005,0.0,0.0,529.714,1.08,0.0,0.0,0.0,91761.0,0.0,7.9,79.0,84.63,0.0,39002.223,9958.0,0.1262,18.0,47.22,0.0,217.0,4149.0,0.0,560.0
0.008,4105.0,79.37,1.872,27.049,347.778,11.2,0.0,0.033,0.0,0.736,4.077,33.7,4.681,0.0,0.0,513.857,1.03,0.0,0.0,0.0,92765.0,0.0,8.0,83.681,84.63,0.0,39002.223,10548.0,0.1252,13.0,47.22,0.0,236.0,1004.0,0.0,590.0
0.023,4519.0,79.37,2.023,27.049,347.778,11.2,0.0,0.036000000000000004,0.0,0.759,3.9,33.7,2.904,0.0,0.0,491.571,0.99,0.0,0.0,0.0,95718.0,0.0,9.2,86.584,84.63,0.0,39002.223,10914.0,0.1088,19.0,47.22,0.0,255.0,2953.0,0.0,366.0
0.054000000000000006,4171.0,79.37,2.182,27.049,347.778,11.2,0.0,0.033,0.0,0.813,3.95,33.7,2.729,0.0,0.0,497.857,0.96,0.0,0.0,0.0,102534.0,0.0,8.4,89.31299999999997,84.63,0.0,39002.223,11258.0,0.1194,19.0,47.22,0.0,275.0,6816.0,0.0,344.0
0.044,3783.0,79.37,2.404,27.049,347.778,11.2,0.0,0.03,0.0,0.857,3.813,33.7,3.0380000000000003,0.0,0.0,480.571,0.89,0.0,0.0,0.0,108076.0,0.0,7.9,92.352,84.63,0.0,39002.223,11641.0,0.127,20.0,47.22,0.0,303.0,5542.0,0.0,383.0
0.035,4315.0,79.37,2.562,27.049,347.778,11.2,0.0,0.034,0.0,0.892,3.629,33.7,3.142,0.0,0.0,457.429,0.84,0.0,0.0,0.0,112491.0,0.0,9.4,95.493,84.63,0.0,39002.223,12037.0,0.106,28.0,47.22,0.0,323.0,4415.0,0.0,396.0
0.042,4318.0,79.37,2.785,27.049,347.778,11.2,0.0,0.034,0.0,0.935,3.48,33.7,3.427,0.0,0.0,438.714,0.81,0.0,0.0,0.0,117840.0,0.0,9.8,98.92,84.63,0.0,39002.223,12469.0,0.1016,20.0,47.22,0.0,351.0,5349.0,0.0,432.0
0.041,4467.0,79.37,2.8560000000000003,27.049,347.778,11.2,0.0,0.035,0.0,0.976,3.282,33.7,3.054,0.0,0.0,413.714,0.76,0.0,0.0,0.0,123027.0,0.0,10.8,101.975,84.63,0.0,39002.223,12854.0,0.0926,28.0,47.22,0.0,360.0,5187.0,0.0,385.0
0.01,4502.0,79.37,3.007,27.049,347.778,11.2,0.0,0.036000000000000004,0.0,0.986,2.99,33.7,2.634,0.0,0.0,376.857,0.72,0.0,0.0,0.0,124277.0,0.0,11.9,104.609,84.63,0.0,39002.223,13186.0,0.0837,9.0,47.22,0.0,379.0,1250.0,0.0,332.0
0.009000000000000001,4242.0,79.37,3.134,27.049,347.778,11.2,0.0,0.034,0.0,0.995,2.823,33.7,1.737,0.0,0.0,355.857,0.71,0.0,0.0,0.0,125413.0,0.0,11.9,106.346,84.63,0.0,39002.223,13405.0,0.0839,19.0,47.22,0.0,395.0,1136.0,0.0,219.0
0.068,4489.0,79.37,3.3080000000000003,27.049,347.778,11.2,0.0,0.036000000000000004,0.0,1.063,2.627,33.7,1.357,0.0,0.0,331.1430000000001,0.72,0.0,0.0,0.0,133958.0,0.0,13.6,107.703,84.63,0.0,39002.223,13576.0,0.0738,16.0,47.22,0.0,417.0,8545.0,0.0,171.0
0.026,4161.0,79.37,3.459,27.049,347.778,11.2,0.0,0.033,0.0,1.088,2.515,33.7,2.253,0.0,0.0,317.0,0.71,0.0,0.0,0.0,137202.0,0.0,13.1,109.956,84.63,0.0,39002.223,13860.0,0.0762,22.0,47.22,0.0,436.0,3244.0,0.0,284.0
0.006999999999999999,3656.0,79.37,3.602,27.049,347.778,11.2,0.0,0.029,0.0,1.095,2.311,33.7,1.714,0.0,0.0,291.286,0.67,0.0,0.0,0.0,138081.0,0.0,12.6,111.669,84.63,0.0,39002.223,14076.0,0.0797,19.0,47.22,0.0,454.0,879.0,0.0,216.0
0.064,4052.0,79.37,3.816,27.049,347.778,11.2,0.0,0.032,0.0,1.16,2.057,33.7,1.65,0.0,0.0,259.286,0.66,0.0,0.0,0.0,146207.0,0.0,15.6,113.319,84.63,0.0,39002.223,14284.0,0.064,18.0,47.22,0.0,481.0,8126.0,0.0,208.0
0.054000000000000006,4286.0,79.37,4.046,27.049,347.778,11.2,0.0,0.034,0.0,1.214,1.931,33.7,2.174,0.0,0.0,243.429,0.7,0.0,0.0,0.0,153027.0,0.0,17.6,115.493,84.63,0.0,39002.223,14558.0,0.0568,27.0,47.22,0.0,510.0,6820.0,0.0,274.0
0.006999999999999999,4233.0,79.37,4.252,27.049,347.778,11.2,0.0,0.034,0.0,1.221,1.898,33.7,2.404,0.0,0.0,239.286,0.72,0.0,0.0,0.0,153907.0,0.0,17.7,117.897,84.63,0.0,39002.223,14861.0,0.0565,29.0,47.22,0.0,536.0,880.0,0.0,303.0
0.008,4215.0,79.37,4.4430000000000005,27.049,347.778,11.2,0.0,0.033,0.0,1.229,1.877,33.7,1.587,0.0,0.0,236.571,0.71,0.0,0.0,0.0,154919.0,0.0,17.8,119.484,84.63,0.0,39002.223,15061.0,0.0561,26.0,47.22,0.0,560.0,1012.0,0.0,200.0
0.011,3185.0,79.37,4.617,27.049,347.778,11.2,0.0,0.025,0.0,1.24,1.873,33.7,1.3330000000000002,0.0,0.0,236.143,0.66,0.0,0.0,0.0,156251.0,0.0,13.5,120.816,84.63,0.0,39002.223,15229.0,0.0741,24.0,47.22,0.0,582.0,1332.0,0.0,168.0
0.012,2945.0,79.37,4.704,27.049,347.778,11.2,0.0,0.023,0.0,1.252,1.693,33.7,0.992,0.0,0.0,213.429,0.56,0.0,0.0,0.0,157820.0,0.0,13.8,121.808,84.63,0.0,39002.223,15354.0,0.0725,22.0,47.22,0.0,593.0,1569.0,0.0,125.0
0.004,2884.0,79.37,4.8,27.049,347.778,11.2,0.0,0.023,0.0,1.256,1.5630000000000002,33.7,0.8009999999999999,0.0,0.0,197.0,0.48,0.0,0.0,0.0,158267.0,0.0,14.6,122.609,84.63,0.0,39002.223,15455.0,0.0683,11.0,47.22,0.0,605.0,447.0,0.0,101.0
0.103,3581.0,79.37,4.895,27.049,347.778,11.2,0.0,0.028,0.0,1.359,1.4380000000000002,33.7,0.777,0.0,0.0,181.286,0.42,0.0,0.0,0.0,171272.0,0.0,19.8,123.387,84.63,0.0,39002.223,15553.0,0.0506,12.0,47.22,0.0,617.0,13005.0,0.0,98.0
0.085,4132.0,79.37,5.03,27.049,347.778,11.2,0.0,0.033,0.0,1.443,1.226,33.7,0.69,0.0,0.0,154.571,0.41,0.0,0.0,0.0,181952.0,0.0,26.7,124.077,84.63,0.0,39002.223,15640.0,0.0374,12.0,47.22,0.0,634.0,10680.0,0.0,87.0
0.018000000000000002,4330.0,79.37,5.188,27.049,347.778,11.2,0.0,0.034,0.0,1.461,1.013,33.7,0.912,0.0,0.0,127.714,0.44,0.0,0.0,0.0,184217.0,0.0,33.9,124.989,84.63,0.0,39002.223,15755.0,0.0295,17.0,47.22,0.0,654.0,2265.0,0.0,115.0
0.032,4756.0,79.37,5.284,27.049,347.778,11.2,0.0,0.038,0.0,1.493,0.865,33.7,0.547,0.0,0.0,109.0,0.46,0.0,0.0,0.0,188212.0,0.0,43.6,125.537,84.63,0.0,39002.223,15824.0,0.0229,20.0,47.22,0.0,666.0,3995.0,0.0,69.0
0.048,5422.0,79.37,5.434,27.049,347.778,11.2,0.0,0.043,0.0,1.541,0.716,33.7,0.294,0.0,0.0,90.286,0.48,0.0,0.0,0.0,194205.0,0.0,60.1,125.83,84.63,0.0,39002.223,15861.0,0.0167,12.0,47.22,0.0,685.0,5993.0,0.0,37.0
0.002,5239.0,79.37,5.609,27.049,347.778,11.2,0.0,0.042,0.0,1.543,0.6729999999999999,33.7,0.69,0.0,0.0,84.85700000000001,0.49,0.0,0.0,0.0,194493.0,0.0,61.7,126.52,84.63,0.0,39002.223,15948.0,0.0162,19.0,47.22,0.0,707.0,288.0,0.0,87.0
0.08,6614.0,79.37,5.76,27.049,347.778,11.2,0.0,0.052000000000000005,0.0,1.6230000000000002,0.615,33.7,0.397,0.0,0.0,77.571,0.47,0.0,0.0,0.0,204567.0,0.0,85.3,126.917,84.63,0.0,39002.223,15998.0,0.0117,22.0,47.22,0.0,726.0,10074.0,0.0,50.0
0.047,5594.0,79.37,5.8870000000000005,27.049,347.778,11.2,0.0,0.044,0.0,1.669,0.615,33.7,0.777,0.0,0.0,77.571,0.46,0.0,0.0,0.0,210433.0,0.0,72.1,127.695,84.63,0.0,39002.223,16096.0,0.0139,19.0,40.74,0.0,742.0,5866.0,0.0,98.0
0.025,4510.0,79.37,6.029,27.049,347.778,11.2,0.0,0.036000000000000004,0.0,1.694,0.5760000000000001,33.7,0.413,0.0,0.0,72.571,0.42,0.0,0.0,0.0,213525.0,0.0,62.1,128.107,84.63,0.0,39002.223,16148.0,0.0161,16.0,40.74,0.0,760.0,3092.0,0.0,52.0
0.034,4806.0,79.37,6.1720000000000015,27.049,347.778,11.2,0.0,0.038,0.0,1.7280000000000002,0.507,33.7,0.428,0.0,0.0,63.857,0.41,0.0,0.0,0.0,217862.0,0.0,75.3,128.535,84.63,0.0,39002.223,16202.0,0.0133,18.0,40.74,0.0,778.0,4337.0,0.0,54.0
0.04,4948.0,79.37,6.244,27.049,347.778,11.2,0.0,0.039,0.0,1.768,0.456,33.7,0.19,0.0,0.0,57.429,0.42,0.0,0.0,0.0,222849.0,0.0,86.2,128.726,84.63,0.0,39002.223,16226.0,0.0116,18.0,40.74,0.0,787.0,4987.0,0.0,24.0
0.047,4946.0,79.37,6.315,27.049,347.778,11.2,0.0,0.039,0.0,1.815,0.451,33.7,0.262,0.0,0.0,56.857,0.45,0.0,0.0,0.0,228829.0,0.0,87.0,128.988,84.63,0.0,39002.223,16259.0,0.0115,9.0,40.74,0.0,796.0,5980.0,0.0,33.0
0.026,5365.0,79.37,6.386,27.049,347.778,11.2,0.0,0.043,0.0,1.841,0.384,33.7,0.222,0.0,0.0,48.429,0.44,0.0,0.0,0.0,232050.0,0.0,110.8,129.21,84.63,0.0,39002.223,16287.0,0.009000000000000001,9.0,40.74,0.0,805.0,3221.0,0.0,28.0
0.029,4450.0,79.37,6.489,27.049,347.778,11.2,0.0,0.035,0.0,1.87,0.366,33.7,0.27,0.0,0.0,46.143,0.44,0.0,0.0,0.0,235719.0,0.0,96.4,129.48,84.63,0.0,39002.223,16321.0,0.0104,9.0,40.74,0.0,818.0,3669.0,0.0,34.0
0.036000000000000004,4267.0,79.37,6.553,27.049,347.778,11.2,0.0,0.034,0.0,1.906,0.301,33.7,0.325,0.0,0.0,38.0,0.42,0.0,0.0,0.0,240299.0,0.0,112.3,129.805,84.63,0.0,39002.223,16362.0,0.0089,13.0,40.74,0.0,826.0,4580.0,0.0,41.0
0.028,4324.0,79.37,6.6320000000000014,27.049,347.778,11.2,0.0,0.034,0.0,1.934,0.269,33.7,0.182,0.0,0.0,33.857,0.42,0.0,0.0,0.0,243794.0,0.0,127.7,129.987,84.63,0.0,39002.223,16385.0,0.0078,8.0,40.74,0.0,836.0,3495.0,0.0,23.0
0.022,4100.0,79.37,6.704,27.049,347.778,11.2,0.0,0.033,0.0,1.956,0.236,33.7,0.198,0.0,0.0,29.714,0.5,0.0,0.0,0.0,246563.0,0.0,138.0,130.186,84.63,0.0,39002.223,16410.0,0.0072,10.0,40.74,0.0,845.0,2769.0,0.0,25.0
0.01,3567.0,79.37,6.759,27.049,347.778,11.2,0.0,0.028,0.0,1.966,0.255,33.7,0.325,0.0,0.0,32.143,0.61,0.0,0.0,0.0,247815.0,0.0,111.0,130.511,84.63,0.0,39002.223,16451.0,0.009000000000000001,9.0,40.74,0.0,852.0,1252.0,0.0,41.0
0.029,3229.0,79.37,6.799,27.049,347.778,11.2,0.0,0.026,0.0,1.995,0.241,33.7,0.16699999999999998,0.0,0.0,30.429,0.67,0.0,0.0,0.0,251435.0,0.0,106.1,130.67700000000002,84.63,0.0,39002.223,16472.0,0.0094,7.0,31.48,0.0,857.0,3620.0,0.0,21.0
0.024,3197.0,79.37,6.846,27.049,347.778,11.2,0.0,0.025,0.0,2.018,0.244,33.7,0.238,0.0,0.0,30.714,0.73,0.0,0.0,0.0,254429.0,0.0,104.1,130.915,84.63,0.0,39002.223,16502.0,0.0096,5.0,34.26,0.0,863.0,2994.0,0.0,30.0
0.024,3102.0,79.37,6.902,27.049,347.778,11.2,0.0,0.025,0.0,2.042,0.235,33.7,0.206,0.0,0.0,29.571,0.83,0.0,0.0,0.0,257433.0,0.0,104.9,131.122,84.63,0.0,39002.223,16528.0,0.0095,6.0,34.26,0.0,870.0,3004.0,0.0,26.0
0.032,3016.0,79.37,7.013,27.049,347.778,11.2,0.0,0.024,0.0,2.074,0.256,33.7,0.476,0.0,0.0,32.286,0.96,0.0,0.0,0.0,261414.0,0.0,93.4,131.59799999999998,84.63,0.0,39002.223,16588.0,0.0107,7.0,34.26,0.0,884.0,3981.0,0.0,60.0
0.028,3017.0,79.37,7.061,27.049,347.778,11.2,0.0,0.024,0.0,2.102,0.313,33.7,0.579,0.0,0.0,39.429,1.03,0.0,0.0,0.0,264915.0,0.0,76.5,132.17700000000002,84.63,0.0,39002.223,16661.0,0.0131,14.0,34.26,0.0,890.0,3501.0,0.0,73.0
0.021,3001.0,79.37,7.1,27.049,347.778,11.2,0.0,0.024,0.0,2.123,0.335,33.7,0.35700000000000004,0.0,0.0,42.286,0.98,0.0,0.0,0.0,267567.0,0.0,71.0,132.534,84.63,0.0,39002.223,16706.0,0.0141,6.0,34.26,0.0,895.0,2652.0,0.0,45.0
0.013,3058.0,79.37,7.124,27.049,347.778,11.2,0.0,0.024,0.0,2.136,0.329,33.7,0.278,0.0,0.0,41.429,0.94,0.0,0.0,0.0,269224.0,0.0,73.8,132.812,84.63,0.0,39002.223,16741.0,0.0135,5.0,34.26,0.0,898.0,1657.0,0.0,35.0
0.03,3083.0,79.37,7.14,27.049,347.778,11.2,0.0,0.024,0.0,2.166,0.34700000000000003,33.7,0.294,0.0,0.0,43.714,0.96,0.0,0.0,0.0,273013.0,0.0,70.5,133.105,84.63,0.0,39002.223,16778.0,0.0142,3.0,28.7,0.0,900.0,3789.0,0.0,37.0
0.036000000000000004,3301.0,79.37,7.164,27.049,347.778,11.2,0.0,0.026,0.0,2.202,0.371,33.7,0.405,0.0,0.0,46.714,0.96,0.0,0.0,0.0,277539.0,0.0,70.7,133.51,84.63,0.0,39002.223,16829.0,0.0142,2.0,28.7,0.0,903.0,4526.0,0.0,51.0
0.032,3441.0,79.37,7.2029999999999985,27.049,347.778,11.2,0.0,0.027000000000000003,0.0,2.233,0.374,33.7,0.23,0.0,0.0,47.143,0.91,0.0,0.0,0.0,281518.0,0.0,73.0,133.74,84.63,0.0,39002.223,16858.0,0.0137,3.0,28.7,0.0,908.0,3979.0,0.0,29.0
0.036000000000000004,3529.0,79.37,7.2429999999999986,27.049,347.778,11.2,0.0,0.028,0.0,2.27,0.35600000000000004,33.7,0.349,0.0,0.0,44.857,0.88,0.0,0.0,0.0,286118.0,0.0,78.7,134.089,84.63,0.0,39002.223,16902.0,0.0127,5.0,28.7,0.0,913.0,4600.0,0.0,44.0
0.039,3735.0,79.37,7.275,27.049,347.778,11.2,0.0,0.03,0.0,2.309,0.326,33.7,0.373,0.0,0.0,41.143,0.89,0.0,0.0,0.0,291057.0,0.0,90.8,134.46200000000002,84.63,0.0,39002.223,16949.0,0.011,5.0,28.7,0.0,917.0,4939.0,0.0,47.0
0.026,3816.0,79.37,7.291,27.049,347.778,11.2,0.0,0.03,0.0,2.335,0.328,33.7,0.365,0.0,0.0,41.286,0.93,0.0,0.0,0.0,294277.0,0.0,92.4,134.827,84.63,0.0,39002.223,16995.0,0.0108,4.0,28.7,0.0,919.0,3220.0,0.0,46.0
0.014,3825.0,79.37,7.291,27.049,347.778,11.2,0.0,0.03,0.0,2.3480000000000003,0.331,33.7,0.301,0.0,0.0,41.714,0.92,0.0,0.0,0.0,296002.0,0.0,91.7,135.128,84.63,0.0,39002.223,17033.0,0.0109,2.0,28.7,0.0,919.0,1725.0,0.0,38.0
0.036000000000000004,3929.0,79.37,7.315,27.049,347.778,11.2,0.0,0.031,0.0,2.384,0.313,33.7,0.16699999999999998,0.0,0.0,39.429,0.93,0.0,0.0,0.0,300518.0,0.0,99.6,135.295,84.63,0.0,39002.223,17054.0,0.01,0.0,28.7,0.0,922.0,4516.0,0.0,21.0
0.036000000000000004,3940.0,79.37,7.322,27.049,347.778,11.2,0.0,0.031,0.0,2.421,0.306,33.7,0.35700000000000004,0.0,0.0,38.571,1.01,0.0,0.0,0.0,305118.0,0.0,102.1,135.65200000000002,84.63,0.0,39002.223,17099.0,0.0098,3.0,28.7,0.0,923.0,4600.0,0.0,45.0
0.04,4099.0,79.37,7.337999999999999,27.049,347.778,11.2,0.0,0.033,0.0,2.461,0.314,33.7,0.28600000000000003,0.0,0.0,39.571,1.03,0.0,0.0,0.0,310210.0,0.0,103.6,135.937,84.63,0.0,39002.223,17135.0,0.0097,1.0,28.7,0.0,925.0,5092.0,0.0,36.0
0.036000000000000004,4095.0,79.37,7.337999999999999,27.049,347.778,11.2,0.0,0.032,0.0,2.497,0.314,33.7,0.349,0.0,0.0,39.571,1.06,0.0,0.0,0.0,314783.0,0.0,103.5,136.286,84.63,0.0,39002.223,17179.0,0.0097,2.0,28.7,0.0,925.0,4573.0,0.0,44.0
0.041,4124.0,79.37,7.37,27.049,347.778,11.2,0.0,0.033,0.0,2.5380000000000003,0.33,33.7,0.484,0.0,0.0,41.57100000000001,1.15,0.0,0.0,0.0,319928.0,0.0,99.2,136.77,84.63,0.0,39002.223,17240.0,0.0101,0.0,28.7,0.0,929.0,5145.0,0.0,61.0
0.021,4041.0,79.37,7.386,27.049,347.778,11.2,0.0,0.032,0.0,2.559,0.329,33.7,0.35700000000000004,0.0,0.0,41.429,1.22,0.0,0.0,0.0,322561.0,0.0,97.5,137.127,84.63,0.0,39002.223,17285.0,0.0103,4.0,28.7,0.0,931.0,2633.0,0.0,45.0
0.012,4001.0,79.37,7.386,27.049,347.778,11.2,0.0,0.032,0.0,2.57,0.371,33.7,0.595,0.0,0.0,46.714,1.33,0.0,0.0,0.0,324012.0,0.0,85.6,137.722,84.63,0.0,39002.223,17360.0,0.0117,2.0,28.7,0.0,931.0,1451.0,0.0,75.0
0.034,3971.0,79.37,7.402,27.049,347.778,11.2,0.0,0.032,0.0,2.605,0.428,33.7,0.5710000000000001,0.0,0.0,54.0,1.33,0.0,0.0,0.0,328312.0,0.0,73.5,138.293,84.63,0.0,39002.223,17432.0,0.0136,0.0,28.7,0.0,933.0,4300.0,0.0,72.0
0.035,3951.0,79.37,7.441,27.049,347.778,11.2,0.0,0.031,0.0,2.64,0.425,33.7,0.333,0.0,0.0,53.57100000000001,1.19,0.0,0.0,0.0,332774.0,0.0,73.8,138.627,84.63,0.0,39002.223,17474.0,0.0136,2.0,28.7,0.0,938.0,4462.0,0.0,42.0
0.011,3416.0,79.37,7.449,27.049,347.778,11.2,0.0,0.027000000000000003,0.0,2.651,0.436,33.7,0.365,0.0,0.0,55.0,1.13,0.0,0.0,0.0,334122.0,0.0,62.1,138.99200000000002,84.63,0.0,39002.223,17520.0,0.0161,5.0,28.7,0.0,939.0,1348.0,0.0,46.0
0.049,3645.0,79.37,7.457000000000002,27.049,347.778,11.2,0.0,0.029,0.0,2.7,0.465,33.7,0.547,0.0,0.0,58.57100000000001,1.12,0.0,0.0,0.0,340298.0,0.0,62.2,139.539,84.63,0.0,39002.223,17589.0,0.0161,1.0,28.7,0.0,940.0,6176.0,0.0,69.0
0.038,3599.0,79.37,7.608,27.049,347.778,11.2,0.0,0.029,0.0,2.738,0.465,33.7,0.484,0.0,0.0,58.57100000000001,1.09,0.0,0.0,0.0,345121.0,0.0,61.4,140.023,84.63,0.0,39002.223,17650.0,0.0163,1.0,28.7,0.0,959.0,4823.0,0.0,61.0
0.02,3576.0,79.37,7.608,27.049,347.778,11.2,0.0,0.028,0.0,2.758,0.486,33.7,0.508,0.0,0.0,61.286,1.12,0.0,0.0,0.0,347595.0,0.0,58.3,140.531,84.63,0.0,39002.223,17714.0,0.0171,19.0,28.7,0.0,959.0,2474.0,0.0,64.0
0.033,3959.0,79.37,7.616,27.049,347.778,11.2,0.0,0.031,0.0,2.79,0.464,33.7,0.436,0.0,0.0,58.429,1.13,0.0,0.0,0.0,351722.0,0.0,67.8,140.967,84.63,0.0,39002.223,17769.0,0.0148,0.0,25.93,0.0,960.0,4127.0,0.0,55.0
0.043,4112.0,79.37,7.624,27.049,347.778,11.2,0.0,0.033,0.0,2.833,0.431,33.7,0.341,0.0,0.0,54.286,1.19,0.0,0.0,0.0,357098.0,0.0,75.7,141.308,84.63,0.0,39002.223,17812.0,0.0132,1.0,25.93,0.0,961.0,5376.0,0.0,43.0
0.03,4007.0,79.37,7.6560000000000015,27.049,347.778,11.2,0.0,0.032,0.0,2.862,0.448,33.7,0.452,0.0,0.0,56.429,1.28,0.0,0.0,0.0,360820.0,0.0,71.0,141.76,84.63,0.0,39002.223,17869.0,0.0141,1.0,25.93,0.0,965.0,3722.0,0.0,57.0
0.039,4525.0,79.37,7.687,27.049,347.778,11.2,0.0,0.036000000000000004,0.0,2.902,0.504,33.7,0.762,0.0,0.0,63.57100000000001,1.39,0.0,0.0,0.0,365799.0,0.0,71.2,142.52200000000005,84.63,0.0,39002.223,17965.0,0.014,4.0,25.93,0.0,969.0,4979.0,0.0,96.0
0.035,4279.0,79.37,7.7029999999999985,27.049,347.778,11.2,0.0,0.034,0.0,2.937,0.519,33.7,0.6509999999999999,0.0,0.0,65.429,1.37,0.0,0.0,0.0,370254.0,0.0,65.4,143.172,84.63,0.0,39002.223,18047.0,0.0153,4.0,25.93,0.0,971.0,4455.0,0.0,82.0
0.038,4270.0,79.37,7.7029999999999985,27.049,347.778,11.2,0.0,0.034,0.0,2.975,0.569,33.7,0.833,0.0,0.0,71.714,1.4,0.0,0.0,0.0,375012.0,0.0,59.5,144.005,84.63,0.0,39002.223,18152.0,0.0168,2.0,25.93,0.0,971.0,4758.0,0.0,105.0
0.028,4421.0,79.37,7.711,27.049,347.778,11.2,0.0,0.035,0.0,3.003,0.601,33.7,0.73,0.0,0.0,75.714,1.45,0.0,0.0,0.0,378545.0,0.0,58.4,144.735,84.63,0.0,39002.223,18244.0,0.0171,0.0,25.93,0.0,972.0,3533.0,0.0,92.0
0.012,4048.0,79.37,7.711,27.049,347.778,11.2,0.0,0.032,0.0,3.015,0.6659999999999999,33.7,0.8959999999999999,0.0,0.0,84.0,1.55,0.0,0.0,0.0,380058.0,0.0,48.2,145.632,84.63,0.0,39002.223,18357.0,0.0208,1.0,25.93,0.0,972.0,1513.0,0.0,113.0
0.044,4067.0,79.37,7.727,27.049,347.778,11.2,0.0,0.032,0.0,3.059,0.742,33.7,0.873,0.0,0.0,93.571,1.63,0.0,0.0,0.0,385568.0,0.0,43.5,146.504,84.63,0.0,39002.223,18467.0,0.023,0.0,25.93,0.0,974.0,5510.0,0.0,110.0
0.037000000000000005,4200.0,79.37,7.727,27.049,347.778,11.2,0.0,0.033,0.0,3.096,0.8340000000000001,33.7,1.095,0.0,0.0,105.143,1.67,0.0,0.0,0.0,390219.0,0.0,39.9,147.599,84.63,0.0,39002.223,18605.0,0.025,2.0,25.93,0.0,974.0,4651.0,0.0,138.0
0.052000000000000005,4426.0,79.37,7.7429999999999986,27.049,347.778,11.2,0.0,0.035,0.0,3.148,0.8690000000000001,33.7,1.008,0.0,0.0,109.571,1.67,0.0,0.0,0.0,396783.0,0.0,40.4,148.607,84.63,0.0,39002.223,18732.0,0.0248,0.0,25.93,0.0,976.0,6564.0,0.0,127.0
