new_tests_per_thousand,new_tests_smoothed,total_boosters,cardiovasc_death_rate,total_deaths_per_million,aged_65_older,aged_70_older,extreme_poverty,people_fully_vaccinated,female_smokers,new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed_per_hundred,total_tests_per_thousand,hospital_beds_per_thousand,total_boosters_per_hundred,new_cases_smoothed_per_million,male_smokers,new_cases_per_million,total_vaccinations_per_hundred,people_vaccinated_per_hundred,new_cases_smoothed,reproduction_rate,total_vaccinations,new_vaccinations,diabetes_prevalence,people_fully_vaccinated_per_hundred,total_tests,people_vaccinated,tests_per_case,total_cases_per_million,new_people_vaccinated_smoothed,gdp_per_capita,total_cases,positive_rate,new_deaths,stringency_index,new_vaccinations_smoothed_per_million,total_deaths,new_tests,new_vaccinations_smoothed,new_cases
0.201,8837.0,0.0,85.99799999999998,5.808,13.914,8.622,0.2,0.0,6.2,0.172,0.0,29.037,12.27,0.0,1.061,40.9,2.2030000000000003,0.0,0.0,54.429,1.35,0.0,0.0,6.8,0.0,1489768.0,0.0,162.4,274.67,0.0,35938.374,14092.0,0.0062,1.0,53.24,0.0,298.0,10332.0,0.0,113.0
0.179,8810.0,0.0,85.99799999999998,5.808,13.914,8.622,0.2,0.0,6.2,0.172,0.0,29.216,12.27,0.0,1.128,40.9,1.13,0.0,0.0,57.857,1.09,0.0,0.0,6.8,0.0,1498953.0,0.0,152.3,275.801,0.0,35938.374,14150.0,0.0066,0.0,53.24,0.0,298.0,9185.0,0.0,58.0
0.093,8624.0,0.0,85.99799999999998,5.8279999999999985,13.914,8.622,0.2,0.0,6.2,0.168,0.0,29.309,12.27,0.0,1.125,40.9,0.487,0.0,0.0,57.714,0.89,0.0,0.0,6.8,0.0,1503712.0,0.0,149.4,276.288,0.0,35938.374,14175.0,0.0067,0.0,53.24,0.0,299.0,4759.0,0.0,25.0
0.08800000000000001,8473.0,0.0,85.99799999999998,5.847,13.914,8.622,0.2,0.0,6.2,0.165,0.0,29.397,12.27,0.0,1.078,40.9,0.546,0.0,0.0,55.286,0.79,0.0,0.0,6.8,0.0,1508204.0,0.0,153.3,276.834,0.0,35938.374,14203.0,0.0065,1.0,53.24,0.0,300.0,4492.0,0.0,28.0
0.177,8391.0,0.0,85.99799999999998,5.847,13.914,8.622,0.2,0.0,6.2,0.16399999999999998,0.0,29.573,12.27,0.0,1.036,40.9,0.936,0.0,0.0,53.143,0.75,0.0,0.0,6.8,0.0,1517260.0,0.0,157.9,277.769,0.0,35938.374,14251.0,0.0063,1.0,53.24,0.0,300.0,9056.0,0.0,48.0
0.209,8237.0,0.0,85.99799999999998,5.847,13.914,8.622,0.2,0.0,6.2,0.161,0.0,29.782,12.27,0.0,0.922,40.9,0.35100000000000003,0.0,0.0,47.286,0.64,0.0,0.0,6.8,0.0,1527981.0,0.0,174.2,278.12,0.0,35938.374,14269.0,0.0057,0.0,53.24,0.0,300.0,10721.0,0.0,18.0
0.18,8252.0,0.0,85.99799999999998,5.867000000000001,13.914,8.622,0.2,0.0,6.2,0.161,0.0,29.962,12.27,0.0,0.908,40.9,0.7020000000000001,0.0,0.0,46.57100000000001,0.68,0.0,0.0,6.8,0.0,1537197.0,0.0,177.2,278.822,0.0,35938.374,14305.0,0.0056,0.0,53.24,0.0,301.0,9216.0,0.0,36.0
0.161,7957.0,0.0,85.99799999999998,5.867000000000001,13.914,8.622,0.2,0.0,6.2,0.155,0.0,30.123,12.27,0.0,0.679,40.9,0.604,0.0,0.0,34.857,0.64,0.0,0.0,6.8,0.0,1545466.0,0.0,228.3,279.426,0.0,35938.374,14336.0,0.0044,1.0,53.24,0.0,301.0,8269.0,0.0,31.0
0.158,7800.0,0.0,85.99799999999998,5.867000000000001,13.914,8.622,0.2,0.0,6.2,0.152,0.0,30.281,12.27,0.0,0.601,40.9,0.585,0.0,0.0,30.857,0.71,0.0,0.0,6.8,0.0,1553552.0,0.0,252.8,280.011,0.0,35938.374,14366.0,0.004,0.0,53.24,0.0,301.0,8086.0,0.0,30.0
0.096,7824.0,0.0,85.99799999999998,5.867000000000001,13.914,8.622,0.2,0.0,6.2,0.152,0.0,30.377,12.27,0.0,0.596,40.9,0.448,0.0,0.0,30.571,0.82,0.0,0.0,6.8,0.0,1558478.0,0.0,255.9,280.459,0.0,35938.374,14389.0,0.0039,0.0,53.24,0.0,301.0,4926.0,0.0,23.0
0.076,7736.0,0.0,85.99799999999998,5.867000000000001,13.914,8.622,0.2,0.0,6.2,0.151,0.0,30.452,12.27,0.0,0.613,40.9,0.6629999999999999,0.0,0.0,31.429,0.9,0.0,0.0,6.8,0.0,1562356.0,0.0,246.1,281.122,0.0,35938.374,14423.0,0.0041,0.0,53.24,0.0,301.0,3878.0,0.0,34.0
0.17,7685.0,0.0,85.99799999999998,5.886,13.914,8.622,0.2,0.0,6.2,0.15,0.0,30.622,12.27,0.0,0.5710000000000001,40.9,0.643,0.0,0.0,29.286,0.9,0.0,0.0,6.8,0.0,1571056.0,0.0,262.4,281.765,0.0,35938.374,14456.0,0.0038,0.0,53.24,0.0,302.0,8700.0,0.0,33.0
0.168,7388.0,0.0,85.99799999999998,5.886,13.914,8.622,0.2,0.0,6.2,0.14400000000000002,0.0,30.79,12.27,0.0,0.64,40.9,0.838,0.0,0.0,32.857,0.94,0.0,0.0,6.8,0.0,1579697.0,0.0,224.9,282.603,0.0,35938.374,14499.0,0.0044,1.0,53.24,0.0,302.0,8641.0,0.0,43.0
0.171,7323.0,0.0,85.99799999999998,5.9060000000000015,13.914,8.622,0.2,0.0,6.2,0.14300000000000002,0.0,30.961,12.27,0.0,0.596,40.9,0.39,0.0,0.0,30.571,0.86,0.0,0.0,6.8,0.0,1588456.0,0.0,239.5,282.993,0.0,35938.374,14519.0,0.0042,0.0,53.24,0.0,303.0,8759.0,0.0,20.0
0.158,7303.0,0.0,85.99799999999998,5.925,13.914,8.622,0.2,0.0,6.2,0.142,0.0,31.119,12.27,0.0,0.629,40.9,0.838,0.0,0.0,32.286,0.94,0.0,0.0,6.8,0.0,1596584.0,0.0,226.2,283.831,0.0,35938.374,14562.0,0.0044,1.0,53.24,0.0,304.0,8128.0,0.0,43.0
0.153,7265.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.142,0.0,31.272,12.27,0.0,0.6459999999999999,40.9,0.7020000000000001,0.0,0.0,33.143,0.99,0.0,0.0,6.8,0.0,1604409.0,0.0,219.2,284.533,0.0,35938.374,14598.0,0.0046,1.0,53.24,0.0,305.0,7825.0,0.0,36.0
0.067,7053.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.13699999999999998,0.0,31.339,12.27,0.0,0.66,40.9,0.546,0.0,0.0,33.857,1.14,0.0,0.0,6.8,0.0,1607847.0,0.0,208.3,285.078,0.0,35938.374,14626.0,0.0048,1.0,53.24,0.0,305.0,3438.0,0.0,28.0
0.079,7079.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.138,0.0,31.418000000000006,12.27,0.0,0.66,40.9,0.6629999999999999,0.0,0.0,33.857,1.3,0.0,0.0,6.8,0.0,1611907.0,0.0,209.1,285.741,0.0,35938.374,14660.0,0.0048,0.0,53.24,0.0,305.0,4060.0,0.0,34.0
0.165,7043.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.13699999999999998,0.0,31.583,12.27,0.0,0.718,40.9,1.053,0.0,0.0,36.857,1.55,0.0,0.0,6.8,0.0,1620355.0,0.0,191.1,286.7940000000001,0.0,35938.374,14714.0,0.0052,0.0,53.24,0.0,305.0,8448.0,0.0,54.0
0.174,7083.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.138,0.0,31.757,12.27,0.0,0.755,40.9,1.092,0.0,0.0,38.714,1.87,0.0,0.0,6.8,0.0,1629277.0,0.0,183.0,287.885,0.0,35938.374,14770.0,0.0055,0.0,53.24,0.0,305.0,8922.0,0.0,56.0
0.152,6949.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.135,0.0,31.909,12.27,0.0,0.986,40.9,2.008,0.0,0.0,50.57100000000001,2.39,0.0,0.0,6.8,0.0,1637100.0,0.0,137.4,289.893,0.0,35938.374,14873.0,0.0073,0.0,53.24,0.0,305.0,7823.0,0.0,103.0
0.153,6910.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.135,0.0,32.062,12.27,0.0,1.328,40.9,3.236,0.0,0.0,68.143,2.81,0.0,0.0,6.8,0.0,1644952.0,0.0,101.4,293.128,0.0,35938.374,15039.0,0.0099,0.0,53.24,0.0,305.0,7852.0,0.0,166.0
0.17,7038.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.13699999999999998,0.0,32.232,12.27,0.0,2.005,40.9,5.438,0.0,0.0,102.857,3.0,0.0,0.0,6.8,0.0,1653678.0,0.0,68.4,298.566,0.0,35938.374,15318.0,0.0146,0.0,53.24,0.0,305.0,8726.0,0.0,279.0
0.119,7419.0,0.0,85.99799999999998,5.945,13.914,8.622,0.2,0.0,6.2,0.145,0.0,32.351,12.27,0.0,2.475,40.9,3.84,0.0,0.0,127.0,2.65,0.0,0.0,6.8,0.0,1659782.0,0.0,58.4,302.406,0.0,35938.374,15515.0,0.0171,0.0,53.24,0.0,305.0,6104.0,0.0,197.0
0.112,7657.0,0.0,85.99799999999998,5.964,13.914,8.622,0.2,0.0,6.2,0.149,0.0,32.463,12.27,0.0,3.0660000000000003,40.9,4.795,0.0,0.0,157.286,2.41,0.0,0.0,6.8,0.0,1665506.0,0.0,48.7,307.201,0.0,35938.374,15761.0,0.0205,0.0,53.24,0.0,306.0,5724.0,0.0,246.0
0.123,7353.0,0.0,85.99799999999998,5.964,13.914,8.622,0.2,0.0,6.2,0.14300000000000002,0.0,32.586,12.27,0.0,3.742,40.9,5.789,0.0,0.0,192.0,2.19,0.0,0.0,6.8,0.0,1671823.0,0.0,38.3,312.99,0.0,35938.374,16058.0,0.0261,1.0,53.24,0.0,306.0,6317.0,0.0,297.0
0.238,7824.0,0.0,85.99799999999998,5.984,13.914,8.622,0.2,0.0,6.2,0.152,0.0,32.824,12.27,0.0,4.388,40.9,5.613,0.0,0.0,225.143,1.98,0.0,0.0,6.8,0.0,1684042.0,0.0,34.8,318.603,0.0,35938.374,16346.0,0.0288,0.0,53.24,0.0,307.0,12219.0,0.0,288.0
0.293,8855.0,0.0,85.99799999999998,6.023,13.914,8.622,0.2,0.0,6.2,0.173,0.0,33.117,12.27,0.0,5.004,40.9,6.315,0.0,0.0,256.714,1.83,0.0,0.0,6.8,0.0,1699085.0,0.0,34.5,324.918,0.0,35938.374,16670.0,0.029,1.0,53.24,0.0,309.0,15043.0,0.0,324.0
0.331,10161.0,0.0,85.99799999999998,6.023,13.914,8.622,0.2,0.0,6.2,0.198,0.0,33.448,12.27,0.0,5.466,40.9,6.471,0.0,0.0,280.42900000000003,1.69,0.0,0.0,6.8,0.0,1716078.0,0.0,36.2,331.39,0.0,35938.374,17002.0,0.0276,2.0,53.24,0.0,309.0,16993.0,0.0,332.0
0.337,11385.0,0.0,85.99799999999998,6.023,13.914,8.622,0.2,0.0,6.2,0.222,0.0,33.786,12.27,0.0,5.794,40.9,7.737999999999999,0.0,0.0,297.286,1.59,0.0,0.0,6.8,0.0,1733373.0,0.0,38.3,339.1280000000001,0.0,35938.374,17399.0,0.0261,0.0,53.24,0.0,309.0,17295.0,0.0,397.0
0.2,11977.0,0.0,85.99799999999998,6.023,13.914,8.622,0.2,0.0,6.2,0.233,0.0,33.985,12.27,0.0,5.987,40.9,5.185,0.0,0.0,307.143,1.48,0.0,0.0,6.8,0.0,1743622.0,0.0,39.0,344.3119999999999,0.0,35938.374,17665.0,0.0256,0.0,53.24,0.0,309.0,10249.0,0.0,266.0
0.25,12989.0,0.0,85.99799999999998,6.042000000000002,13.914,8.622,0.2,0.0,6.2,0.253,0.0,34.235,12.27,0.0,6.081,40.9,5.457999999999998,0.0,0.0,312.0,1.38,0.0,0.0,6.8,0.0,1756427.0,0.0,41.6,349.77,0.0,35938.374,17945.0,0.024,0.0,53.24,0.0,310.0,12805.0,0.0,280.0
0.371,14807.0,0.0,85.99799999999998,6.081,13.914,8.622,0.2,0.0,6.2,0.289,0.0,34.606,12.27,0.0,6.145,40.9,6.237,0.0,0.0,315.286,1.34,0.0,0.0,6.8,0.0,1775475.0,0.0,47.0,356.00699999999995,0.0,35938.374,18265.0,0.0213,1.0,53.24,0.0,312.0,19048.0,0.0,320.0
0.414,16096.0,0.0,85.99799999999998,6.101,13.914,8.622,0.2,0.0,6.2,0.314,0.0,35.02,12.27,0.0,6.5710000000000015,40.9,8.596,0.0,0.0,337.1430000000001,1.36,0.0,0.0,6.8,0.0,1796711.0,0.0,47.7,364.603,0.0,35938.374,18706.0,0.0209,2.0,53.24,0.0,313.0,21236.0,0.0,441.0
0.406,16922.0,0.0,85.99799999999998,6.159,13.914,8.622,0.2,0.0,6.2,0.33,0.0,35.426,12.27,0.0,6.702000000000001,40.9,7.231,0.0,0.0,343.857,1.23,0.0,0.0,6.8,0.0,1817538.0,0.0,49.2,371.834,0.0,35938.374,19077.0,0.0203,1.0,53.24,0.0,316.0,20827.0,0.0,371.0
0.379,17275.0,0.0,85.99799999999998,6.2570000000000014,13.914,8.622,0.2,0.0,6.2,0.337,0.0,35.805,12.27,0.0,6.6770000000000005,40.9,6.296,0.0,0.0,342.571,1.09,0.0,0.0,6.8,0.0,1837006.0,0.0,50.4,378.129,0.0,35938.374,19400.0,0.0198,3.0,53.24,0.0,321.0,19468.0,0.0,323.0
0.35600000000000004,17416.0,0.0,85.99799999999998,6.296,13.914,8.622,0.2,0.0,6.2,0.339,0.0,36.162,12.27,0.0,6.404,40.9,5.8279999999999985,0.0,0.0,328.571,1.0,0.0,0.0,6.8,0.0,1855283.0,0.0,53.0,383.957,0.0,35938.374,19699.0,0.0189,5.0,53.24,0.0,323.0,18277.0,0.0,299.0
0.212,17504.0,0.0,85.99799999999998,6.315,13.914,8.622,0.2,0.0,6.2,0.341,0.0,36.37300000000001,12.27,0.0,6.354,40.9,4.834,0.0,0.0,326.0,0.99,0.0,0.0,6.8,0.0,1866149.0,0.0,53.7,388.791,0.0,35938.374,19947.0,0.0186,2.0,53.24,0.0,324.0,10866.0,0.0,248.0
0.266,17627.0,0.0,85.99799999999998,6.315,13.914,8.622,0.2,0.0,6.2,0.344,0.0,36.64,12.27,0.0,6.229,40.9,4.58,0.0,0.0,319.571,0.92,0.0,0.0,6.8,0.0,1879813.0,0.0,55.2,393.372,0.0,35938.374,20182.0,0.0181,1.0,53.24,0.0,324.0,13664.0,0.0,235.0
0.439,18123.0,0.0,85.99799999999998,6.354,13.914,8.622,0.2,0.0,6.2,0.353,0.0,37.079,12.27,0.0,6.081,40.9,5.204,0.0,0.0,312.0,0.83,0.0,0.0,6.8,0.0,1902337.0,0.0,58.1,398.576,0.0,35938.374,20449.0,0.0172,0.0,53.24,0.0,326.0,22524.0,0.0,267.0
0.413,18119.0,0.0,85.99799999999998,6.4129999999999985,13.914,8.622,0.2,0.0,6.2,0.353,0.0,37.492,12.27,0.0,5.396,40.9,3.801,0.0,0.0,276.857,0.72,0.0,0.0,6.8,0.0,1923547.0,0.0,65.4,402.376,0.0,35938.374,20644.0,0.0153,2.0,50.46,0.0,329.0,21210.0,0.0,195.0
0.419,18213.0,0.0,85.99799999999998,6.452000000000001,13.914,8.622,0.2,0.0,6.2,0.355,0.0,37.911,12.27,0.0,4.915,40.9,3.859,0.0,0.0,252.143,0.68,0.0,0.0,6.8,0.0,1945028.0,0.0,72.2,406.236,0.0,35938.374,20842.0,0.0138,3.0,50.46,0.0,331.0,21481.0,0.0,198.0
0.0,18285.0,0.0,85.99799999999998,6.4910000000000005,13.914,8.622,0.2,0.0,6.2,0.35600000000000004,0.0,0.0,12.27,0.0,4.4830000000000005,40.9,3.275,0.0,0.0,230.0,0.65,0.0,0.0,6.8,0.0,0.0,0.0,79.5,409.51,0.0,35938.374,21010.0,0.0126,2.0,50.46,0.0,333.0,0.0,0.0,168.0
0.0,18526.0,0.0,85.99799999999998,6.51,13.914,8.622,0.2,0.0,6.2,0.361,0.0,38.689,12.27,0.0,4.115,40.9,3.255,0.0,0.0,211.143,0.65,0.0,0.0,6.8,0.0,1984968.0,0.0,87.7,412.765,0.0,35938.374,21177.0,0.0114,2.0,50.46,0.0,334.0,0.0,0.0,167.0
0.221,18595.0,0.0,85.99799999999998,6.549,13.914,8.622,0.2,0.0,6.2,0.362,0.0,38.911,12.27,0.0,3.756,40.9,2.319,0.0,0.0,192.71400000000003,0.69,0.0,0.0,6.8,0.0,1996314.0,0.0,96.5,415.085,0.0,35938.374,21296.0,0.0104,1.0,50.46,0.0,336.0,11346.0,0.0,119.0
0.153,17768.0,0.0,85.99799999999998,6.647,13.914,8.622,0.2,0.0,6.2,0.34600000000000003,0.0,39.064,12.27,0.0,3.4810000000000003,40.9,2.651,0.0,0.0,178.571,0.72,0.0,0.0,6.8,0.0,2004188.0,0.0,99.5,417.736,0.0,35938.374,21432.0,0.0101,2.0,50.46,0.0,341.0,7874.0,0.0,136.0
0.361,17196.0,0.0,85.99799999999998,6.705,13.914,8.622,0.2,0.0,6.2,0.335,0.0,39.425,12.27,0.0,3.1710000000000003,40.9,3.0410000000000004,0.0,0.0,162.714,0.71,0.0,0.0,6.8,0.0,2022708.0,0.0,105.7,420.776,0.0,35938.374,21588.0,0.0095,5.0,50.46,0.0,344.0,18520.0,0.0,156.0
0.448,17451.0,0.0,85.99799999999998,6.744,13.914,8.622,0.2,0.0,6.2,0.34,0.0,39.87300000000001,12.27,0.0,3.06,40.9,3.0210000000000004,0.0,0.0,157.0,0.72,0.0,0.0,6.8,0.0,2045701.0,0.0,111.2,423.797,0.0,35938.374,21743.0,0.009000000000000001,3.0,50.46,0.0,346.0,22993.0,0.0,155.0
0.407,17364.0,0.0,85.99799999999998,6.822,13.914,8.622,0.2,0.0,6.2,0.338,0.0,40.28,12.27,0.0,2.999,40.9,3.43,0.0,0.0,153.857,0.74,0.0,0.0,6.8,0.0,2066573.0,0.0,112.9,427.228,0.0,35938.374,21919.0,0.0089,2.0,50.46,0.0,350.0,20872.0,0.0,176.0
0.452,17827.0,0.0,85.99799999999998,6.919,13.914,8.622,0.2,0.0,6.2,0.34700000000000003,0.0,40.732,12.27,0.0,2.91,40.9,2.651,0.0,0.0,149.286,0.72,0.0,0.0,6.8,0.0,2089788.0,0.0,119.4,429.879,0.0,35938.374,22055.0,0.0084,4.0,50.46,0.0,355.0,23215.0,0.0,136.0
0.348,17523.0,0.0,85.99799999999998,6.978,13.914,8.622,0.2,0.0,6.2,0.342,0.0,41.08,12.27,0.0,2.782,40.9,2.358,0.0,0.0,142.714,0.71,0.0,0.0,6.8,0.0,2107631.0,0.0,122.8,432.237,0.0,35938.374,22176.0,0.0081,5.0,50.46,0.0,358.0,17843.0,0.0,121.0
0.155,17036.0,0.0,85.99799999999998,7.075,13.914,8.622,0.2,0.0,6.2,0.332,0.0,41.235,12.27,0.0,2.754,40.9,2.125,0.0,0.0,141.286,0.74,0.0,0.0,6.8,0.0,2115565.0,0.0,120.6,434.362,0.0,35938.374,22285.0,0.0083,3.0,50.46,0.0,363.0,7934.0,0.0,109.0
0.155,17048.0,0.0,85.99799999999998,7.153,13.914,8.622,0.2,0.0,6.2,0.332,0.0,41.39,12.27,0.0,2.67,40.9,2.066,0.0,0.0,137.0,0.76,0.0,0.0,6.8,0.0,2123526.0,0.0,124.4,436.42800000000005,0.0,35938.374,22391.0,0.008,5.0,50.46,0.0,367.0,7961.0,0.0,106.0
0.268,16366.0,0.0,85.99799999999998,7.153,13.914,8.622,0.2,0.0,6.2,0.319,0.0,41.658,12.27,0.0,2.551,40.9,2.2030000000000003,0.0,0.0,130.857,0.74,0.0,0.0,6.8,0.0,2137268.0,0.0,125.1,438.63,0.0,35938.374,22504.0,0.008,4.0,50.46,0.0,367.0,13742.0,0.0,113.0
0.306,15327.0,0.0,85.99799999999998,7.251,13.914,8.622,0.2,0.0,6.2,0.299,0.0,41.964,12.27,0.0,2.545,40.9,2.982,0.0,0.0,130.571,0.78,0.0,0.0,6.8,0.0,2152990.0,0.0,117.4,441.612,0.0,35938.374,22657.0,0.0085,0.0,50.46,0.0,372.0,15722.0,0.0,153.0
0.261,14259.0,0.0,85.99799999999998,7.348,13.914,8.622,0.2,0.0,6.2,0.278,0.0,42.225,12.27,0.0,2.406,40.9,2.456,0.0,0.0,123.429,0.75,0.0,0.0,6.8,0.0,2166384.0,0.0,115.5,444.068,0.0,35938.374,22783.0,0.0087,5.0,50.46,0.0,377.0,13394.0,0.0,126.0
0.284,13025.0,0.0,85.99799999999998,7.3679999999999986,13.914,8.622,0.2,0.0,6.2,0.254,0.0,42.51,12.27,0.0,2.333,40.9,2.144,0.0,0.0,119.714,0.72,0.0,0.0,6.8,0.0,2180962.0,0.0,108.8,446.212,0.0,35938.374,22893.0,0.0092,5.0,50.46,0.0,378.0,14578.0,0.0,110.0
0.263,12404.0,0.0,85.99799999999998,7.465,13.914,8.622,0.2,0.0,6.2,0.242,0.0,42.773,12.27,0.0,2.225,40.9,1.598,0.0,0.0,114.143,0.68,0.0,0.0,6.8,0.0,2194457.0,0.0,108.7,447.81,0.0,35938.374,22975.0,0.0092,1.0,50.46,0.0,383.0,13495.0,0.0,82.0
0.155,12409.0,0.0,85.99799999999998,7.504,13.914,8.622,0.2,0.0,6.2,0.242,0.0,42.928,12.27,0.0,2.116,40.9,1.364,0.0,0.0,108.571,0.69,0.0,0.0,6.8,0.0,2202427.0,0.0,114.3,449.175,0.0,35938.374,23045.0,0.0087,5.0,50.46,0.0,385.0,7970.0,0.0,70.0
0.129,12218.0,0.0,85.99799999999998,7.563,13.914,8.622,0.2,0.0,6.2,0.238,0.0,43.057,12.27,0.0,1.991,40.9,1.189,0.0,0.0,102.143,0.73,0.0,0.0,6.8,0.0,2209053.0,0.0,119.6,450.364,0.0,35938.374,23106.0,0.0084,2.0,48.61,0.0,388.0,6626.0,0.0,61.0
0.25,12089.0,0.0,85.99799999999998,7.563,13.914,8.622,0.2,0.0,6.2,0.236,0.0,43.307,12.27,0.0,1.983,40.9,2.144,0.0,0.0,101.714,0.79,0.0,0.0,6.8,0.0,2221890.0,0.0,118.9,452.508,0.0,35938.374,23216.0,0.0084,3.0,48.61,0.0,388.0,12837.0,0.0,110.0
0.282,11912.0,0.0,85.99799999999998,7.66,13.914,8.622,0.2,0.0,6.2,0.232,0.0,43.59,12.27,0.0,1.905,40.9,2.436,0.0,0.0,97.714,0.84,0.0,0.0,6.8,0.0,2236372.0,0.0,121.9,454.944,0.0,35938.374,23341.0,0.0082,0.0,48.61,0.0,393.0,14482.0,0.0,125.0
0.231,11690.0,0.0,85.99799999999998,7.699,13.914,8.622,0.2,0.0,6.2,0.228,0.0,43.82,12.27,0.0,1.871,40.9,2.222,0.0,0.0,96.0,0.82,0.0,0.0,6.8,0.0,2248217.0,0.0,121.8,457.166,0.0,35938.374,23455.0,0.0082,5.0,48.61,0.0,395.0,11845.0,0.0,114.0
0.243,11391.0,0.0,85.99799999999998,7.777,13.914,8.622,0.2,0.0,6.2,0.222,0.0,44.06399999999999,12.27,0.0,1.735,40.9,1.189,0.0,0.0,89.0,0.73,0.0,0.0,6.8,0.0,2260701.0,0.0,128.0,458.355,0.0,35938.374,23516.0,0.0078,2.0,48.61,0.0,399.0,12484.0,0.0,61.0
0.217,11054.0,0.0,85.99799999999998,7.816,13.914,8.622,0.2,0.0,6.2,0.215,0.0,44.28100000000001,12.27,0.0,1.771,40.9,1.852,0.0,0.0,90.857,0.75,0.0,0.0,6.8,0.0,2271837.0,0.0,121.7,460.207,0.0,35938.374,23611.0,0.0082,4.0,48.61,0.0,401.0,11136.0,0.0,95.0
0.113,10745.0,0.0,85.99799999999998,7.9129999999999985,13.914,8.622,0.2,0.0,6.2,0.209,0.0,44.394,12.27,0.0,1.715,40.9,0.975,0.0,0.0,88.0,0.71,0.0,0.0,6.8,0.0,2277639.0,0.0,122.1,461.181,0.0,35938.374,23661.0,0.0082,2.0,48.61,0.0,406.0,5802.0,0.0,50.0
0.099,10523.0,0.0,85.99799999999998,7.933,13.914,8.622,0.2,0.0,6.2,0.205,0.0,44.493,12.27,0.0,1.651,40.9,0.741,0.0,0.0,84.714,0.73,0.0,0.0,6.8,0.0,2282716.0,0.0,124.2,461.922,0.0,35938.374,23699.0,0.0081,5.0,60.19,0.0,407.0,5077.0,0.0,38.0
0.2,10157.0,0.0,85.99799999999998,8.05,13.914,8.622,0.2,0.0,6.2,0.198,0.0,44.69300000000001,12.27,0.0,1.66,40.9,2.2030000000000003,0.0,0.0,85.14299999999999,0.83,0.0,0.0,6.8,0.0,2292988.0,0.0,119.3,464.125,0.0,35938.374,23812.0,0.0084,1.0,60.19,0.0,413.0,10272.0,0.0,113.0
0.184,9433.0,0.0,85.99799999999998,8.089,13.914,8.622,0.2,0.0,6.2,0.184,0.0,44.877,12.27,0.0,1.526,40.9,1.501,0.0,0.0,78.286,0.79,0.0,0.0,6.8,0.0,2302403.0,0.0,120.5,465.625,0.0,35938.374,23889.0,0.0083,6.0,60.19,0.0,415.0,9415.0,0.0,77.0
0.117,8598.0,0.0,85.99799999999998,8.107999999999999,13.914,8.622,0.2,0.0,6.2,0.168,0.0,44.994,12.27,0.0,1.384,40.9,1.228,0.0,0.0,71.0,0.77,0.0,0.0,6.8,0.0,2308406.0,0.0,121.1,466.853,0.0,35938.374,23952.0,0.0083,2.0,60.19,0.0,416.0,6003.0,0.0,63.0
0.105,7583.0,0.0,85.99799999999998,8.186,13.914,8.622,0.2,0.0,6.2,0.14800000000000002,0.0,45.098,12.27,0.0,1.423,40.9,1.462,0.0,0.0,73.0,0.83,0.0,0.0,6.8,0.0,2313782.0,0.0,103.9,468.315,0.0,35938.374,24027.0,0.0096,1.0,60.19,0.0,420.0,5376.0,0.0,75.0
0.093,6676.0,0.0,85.99799999999998,8.206,13.914,8.622,0.2,0.0,6.2,0.13,0.0,45.192,12.27,0.0,1.337,40.9,1.247,0.0,0.0,68.571,0.87,0.0,0.0,6.8,0.0,2318572.0,0.0,97.4,469.5630000000001,0.0,35938.374,24091.0,0.0103,4.0,62.96,0.0,421.0,4790.0,0.0,64.0
0.11,6656.0,0.0,85.99799999999998,8.225,13.914,8.622,0.2,0.0,6.2,0.13,0.0,45.302,12.27,0.0,1.401,40.9,1.423,0.0,0.0,71.857,0.95,0.0,0.0,6.8,0.0,2324229.0,0.0,92.6,470.986,0.0,35938.374,24164.0,0.0108,1.0,60.19,0.0,422.0,5657.0,0.0,73.0
0.111,6745.0,0.0,85.99799999999998,8.225,13.914,8.622,0.2,0.0,6.2,0.131,0.0,45.413,12.27,0.0,1.504,40.9,1.462,0.0,0.0,77.143,1.01,0.0,0.0,6.8,0.0,2329931.0,0.0,87.4,472.447,0.0,35938.374,24239.0,0.0114,1.0,65.74,0.0,422.0,5702.0,0.0,75.0
0.249,7101.0,0.0,85.99799999999998,8.283999999999999,13.914,8.622,0.2,0.0,6.2,0.138,0.0,45.662,12.27,0.0,1.506,40.9,2.222,0.0,0.0,77.286,1.01,0.0,0.0,6.8,0.0,2342696.0,0.0,91.9,474.669,0.0,35938.374,24353.0,0.0109,0.0,65.74,0.0,425.0,12765.0,0.0,114.0
