aged_70_older,PrivateGatheringRestrictions,B.1.427/B.1.429,new_tests_smoothed_per_thousand,ClosPubAnyPartial,weekly_icu_admissions,new_tests_per_thousand,people_vaccinated,total_vaccinations_per_hundred,WorkplaceClosures,BanOnAllEvents,StayHomeRiskG,AT.1,EntertainmentVenues,HotelsOtherAccommodationPartial,OutdoorOver500,ClosDaycare,B.1.525,AdaptationOfWorkplacePartial,new_deaths_smoothed_per_million,B.1.1.7+E484K,RestaurantsCafesPartial,new_vaccinations,IndoorOver50,SocialCircle,B.1.640,hosp_patients_per_million,cardiovasc_death_rate,StayHomeGen,C.1.2,C.37,P.3,B.1.617.2,B.1.351,diabetes_prevalence,B.1.617.3,people_fully_vaccinated,population_density,MassGatherAllPartial,new_deaths,StayHomeOrderPartial,StayHomeRiskGPartial,total_boosters_per_hundred,new_tests,ClosSec,AY.4.2,OutdoorOver100,HotelsOtherAccommodation,weekly_hosp_admissions_per_million,people_vaccinated_per_hundred,stringency_index,IndoorOver1000,UNK,MasksVoluntaryAllSpaces,GymsSportsCentresPartial,icu_patients,gdp_per_capita,IndoorOver500,MasksMandatoryAllSpacesPartial,new_cases,life_expectancy,AdaptationOfWorkplace,ClosHigh,GymsSportsCentres,RestaurantsCafes,Teleworking,MassGather50,total_deaths,RegionalStayHomeOrder,new_vaccinations_smoothed,MasksMandatoryClosedSpacesPartial,total_vaccinations,people_fully_vaccinated_per_hundred,P.1,MassGather50Partial,total_boosters,IndoorOver100,MasksVoluntaryAllSpacesPartial,B.1.617.1,total_tests,MasksMandatoryClosedSpaces,new_deaths_per_million,total_cases_per_million,new_vaccinations_smoothed_per_million,B.1.617,RegionalStayHomeOrderPartial,hosp_patients,PlaceOfWorship,QuarantineForInternationalTravellersPartial,PlaceOfWorshipPartial,B.1.526,SocialCirclePartial,OutdoorOver50,female_smokers,ClosPrimPartial,weekly_hosp_admissions,weekly_icu_admissions_per_million,total_tests_per_thousand,B.1.620,ClosPrim,NonEssentialShopsPartial,handwashing_facilities,BanOnAllEventsPartial,EntertainmentVenuesPartial,male_smokers,aged_65_older,total_cases,new_tests_smoothed,QuarantineForInternationalTravellers,MasksVoluntaryClosedSpaces,B.1.621,MasksVoluntaryClosedSpacesPartial,Other,SGTF,median_age,MasksMandatoryAllSpaces,NonEssentialShops,human_development_index,ClosSecPartial,B.1.1.529,ClosureOfPublicTransport,positive_rate,ClosureOfPublicTransportPartial,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand,ClosHighPartial,B.1.1.7,B.1.616,ClosPubAny,tests_per_case,total_deaths_per_million,icu_patients_per_million,TeleworkingPartial,new_people_vaccinated_smoothed,WorkplaceClosuresPartial,new_deaths_smoothed,MassGatherAll,population,OutdoorOver1000,reproduction_rate,StayHomeGenPartial,PrivateGatheringRestrictionsPartial,extreme_poverty,ClosDaycarePartial,StayHomeOrder
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.555,0.0,0.0,0.0,0.0,0.0,0.0,459.725,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,5922.0,38605.671,0.0,0.0,1891.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,18664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.263,2176.55,0.0,0.0,0.0,31061.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,147057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,276.241,87.65,0.0,0.0,0.0,780.714,0.0,67564251.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.566,0.0,0.0,0.0,0.0,0.0,0.0,451.644,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,5733.0,38605.671,0.0,0.0,3804.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,19305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.487,2232.852,0.0,0.0,0.0,30515.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,150861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,285.728,84.853,0.0,0.0,0.0,781.429,0.0,67564251.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,1544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.202,0.0,0.0,0.0,0.0,0.0,0.0,451.215,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.049,0.0,87.96,0.0,0.0,0.0,0.0,5644.0,38605.671,0.0,0.0,1094.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,19694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.757,2249.044,0.0,0.0,0.0,30486.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,10273.0,22.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,151955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,291.486,83.535,0.0,0.0,0.0,756.857,0.0,67564251.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.147,0.0,0.0,0.0,0.0,0.0,0.0,450.86,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,5584.0,38605.671,0.0,0.0,2447.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,20241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.096,2285.262,0.0,0.0,0.0,30462.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,154402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,299.582,82.647,0.0,0.0,0.0,753.143,0.0,67564251.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.692,0.0,0.0,0.0,0.0,0.0,0.0,443.785,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,5334.0,38605.671,0.0,0.0,2666.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,20769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.815,2324.721,0.0,0.0,0.0,29984.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,157068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,307.396,78.947,0.0,0.0,0.0,722.429,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.802,0.0,0.0,0.0,0.0,0.0,0.0,438.501,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,5127.0,38605.671,0.0,0.0,1799.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,21313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.052,2351.347,0.0,0.0,0.0,29627.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,158867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,315.448,75.883,0.0,0.0,0.0,594.714,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.301,0.0,0.0,0.0,0.0,0.0,0.0,430.894,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4967.0,38605.671,0.0,0.0,-1709.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,21829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.637,2326.053,0.0,0.0,0.0,29113.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,157158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,323.085,73.515,0.0,0.0,0.0,560.857,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515,0.0,0.0,0.0,0.0,0.0,0.0,422.62,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4785.0,38605.671,0.0,0.0,2811.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,22218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.757,2367.657,0.0,0.0,0.0,28554.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,159969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,328.843,70.821,0.0,0.0,0.0,507.714,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.939,0.0,0.0,0.0,0.0,0.0,0.0,416.182,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4641.0,38605.671,0.0,0.0,1678.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,22587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.461,2392.493,0.0,0.0,0.0,28119.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,161647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,334.304,68.69,0.0,0.0,0.0,468.857,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.631,0.0,0.0,0.0,0.0,0.0,0.0,416.108,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.161,0.0,87.96,0.0,0.0,0.0,0.0,4598.0,38605.671,0.0,0.0,633.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,22830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.597,2401.862,0.0,0.0,0.0,28114.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,7646.0,15.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,162280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,337.901,68.054,0.0,0.0,0.0,448.0,0.0,67564251.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.398,0.0,0.0,0.0,0.0,0.0,0.0,413.74,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4526.0,38605.671,0.0,0.0,3686.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,23267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.468,2456.417,0.0,0.0,0.0,27954.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,165966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,344.369,66.988,0.0,0.0,0.0,432.286,0.0,67564251.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.058,0.0,0.0,0.0,0.0,0.0,0.0,408.604,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4392.0,38605.671,0.0,0.0,3132.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,23634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432,2502.773,0.0,0.0,0.0,27607.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,169098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,349.8,65.005,0.0,0.0,0.0,409.286,0.0,67564251.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.808,0.0,0.0,0.0,0.0,0.0,0.0,395.712,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,4128.0,38605.671,0.0,0.0,-1455.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,24060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.305,2481.238,0.0,0.0,0.0,26736.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,167643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,356.105,61.097,0.0,0.0,0.0,392.429,0.0,67564251.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.328,0.0,0.0,0.0,0.0,0.0,0.0,387.661,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3947.0,38605.671,0.0,0.0,1218.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,24349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.277,2499.265,0.0,0.0,0.0,26192.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,168861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,360.383,58.418,0.0,0.0,0.0,360.0,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.965,0.0,0.0,0.0,0.0,0.0,0.0,381.992,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3819.0,38605.671,0.0,0.0,526.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,24566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.212,2507.051,0.0,0.0,0.0,25809.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,169387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,363.595,56.524,0.0,0.0,0.0,335.429,0.0,67564251.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.601,0.0,0.0,0.0,0.0,0.0,0.0,381.134,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3770.0,38605.671,0.0,0.0,792.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,24763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916,2518.773,0.0,0.0,0.0,25751.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,170179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,366.51,55.799,0.0,0.0,0.0,310.857,0.0,67564251.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.373,0.0,0.0,0.0,0.0,0.0,0.0,380.956,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.757,0.0,87.96,0.0,0.0,0.0,0.0,3762.0,38605.671,0.0,0.0,361.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,24898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998,2524.116,0.0,0.0,0.0,25739.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,4916.0,9.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,170540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,368.508,55.68,0.0,0.0,0.0,295.429,0.0,67564251.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.096,0.0,0.0,0.0,0.0,0.0,0.0,377.004,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3639.0,38605.671,0.0,0.0,562.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,25204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.529,2532.434,0.0,0.0,0.0,25472.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,171102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,373.038,53.86,0.0,0.0,0.0,276.714,0.0,67564251.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.024,0.0,0.0,0.0,0.0,0.0,0.0,365.593,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3375.0,38605.671,0.0,0.0,1117.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,25537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.929,2548.966,0.0,0.0,0.0,24701.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,172219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,377.966,49.952,0.0,0.0,0.0,271.857,0.0,67564251.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.704,0.0,0.0,0.0,0.0,0.0,0.0,353.915,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,3095.0,38605.671,0.0,0.0,4136.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,25812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,2610.182,0.0,0.0,0.0,23912.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,176355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,382.036,45.808,0.0,0.0,0.0,250.286,0.0,67564251.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
13.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.472,0.0,0.0,0.0,0.0,0.0,0.0,342.474,86.06,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,122.578,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,2911.0,38605.671,0.0,0.0,741.0,82.66,0.0,0.0,0.0,0.0,0.0,0.0,25991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.649,2621.149,0.0,0.0,0.0,23139.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,19.718,177096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,384.686,43.085,0.0,0.0,0.0,234.571,0.0,67564251.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
