new_tests_per_thousand,new_tests_smoothed,median_age,total_boosters,total_deaths_per_million,aged_65_older,population_density,people_fully_vaccinated,new_deaths_per_million,new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed_per_hundred,total_tests_per_thousand,new_deaths_smoothed_per_million,human_development_index,total_boosters_per_hundred,total_vaccinations_per_hundred,people_vaccinated_per_hundred,reproduction_rate,total_vaccinations,new_vaccinations,people_fully_vaccinated_per_hundred,total_tests,people_vaccinated,new_deaths_smoothed,tests_per_case,total_cases_per_million,life_expectancy,new_people_vaccinated_smoothed,gdp_per_capita,total_cases,positive_rate,new_deaths,stringency_index,new_vaccinations_smoothed_per_million,total_deaths,new_tests,new_vaccinations_smoothed,new_cases
0.35600000000000004,34730.0,31.6,0.0,42.144,8.152999999999999,104.914,0.0,0.753,0.408,0.0,14.045,0.845,0.82,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1194434.0,0.0,71.857,17.2,1549.151,77.69,0.0,25129.341,131744.0,0.0582,64.0,75.93,0.0,3584.0,30303.0,0.0,1832.0
0.35700000000000004,33072.0,31.6,0.0,42.81399999999999,8.152999999999999,104.914,0.0,0.67,0.389,0.0,14.403,0.784,0.82,0.0,0.0,0.0,0.76,0.0,0.0,0.0,1224829.0,0.0,66.714,17.1,1572.398,77.69,0.0,25129.341,133721.0,0.0584,57.0,75.93,0.0,3641.0,30395.0,0.0,2253.0
0.396,31965.0,31.6,0.0,43.378,8.152999999999999,104.914,0.0,0.564,0.376,0.0,14.799,0.7240000000000001,0.82,0.0,0.0,0.0,0.73,0.0,0.0,0.0,1258516.0,0.0,61.57100000000001,17.0,1594.128,77.69,0.0,25129.341,135569.0,0.0589,48.0,75.93,0.0,3689.0,33687.0,0.0,1977.0
0.419,31864.0,31.6,0.0,43.966,8.152999999999999,104.914,0.0,0.588,0.375,0.0,15.217,0.677,0.82,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1294121.0,0.0,57.57100000000001,17.5,1612.307,77.69,0.0,25129.341,137115.0,0.0571,50.0,75.93,0.0,3739.0,35605.0,0.0,1848.0
0.426,33604.0,31.6,0.0,44.519,8.152999999999999,104.914,0.0,0.5529999999999999,0.395,0.0,15.643,0.653,0.82,0.0,0.0,0.0,0.74,0.0,0.0,0.0,1330308.0,0.0,55.57100000000001,18.7,1630.439,77.69,0.0,25129.341,138657.0,0.0536,47.0,75.93,0.0,3786.0,36187.0,0.0,1546.0
0.385,33169.0,31.6,0.0,45.166,8.152999999999999,104.914,0.0,0.647,0.39,0.0,16.028,0.638,0.82,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1363030.0,0.0,54.286,19.2,1643.5379999999998,77.69,0.0,25129.341,139771.0,0.0522,55.0,75.93,0.0,3841.0,32722.0,0.0,1542.0
0.439,33750.0,31.6,0.0,45.789,8.152999999999999,104.914,0.0,0.623,0.397,0.0,16.467,0.628,0.82,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1400381.0,0.0,53.429,19.7,1663.575,77.69,0.0,25129.341,141475.0,0.0507,53.0,75.93,0.0,3894.0,37351.0,0.0,1114.0
0.392,34183.0,31.6,0.0,46.471,8.152999999999999,104.914,0.0,0.682,0.402,0.0,16.859,0.618,0.82,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1433713.0,0.0,52.57100000000001,21.0,1682.848,77.69,0.0,25129.341,143114.0,0.0475,58.0,75.93,0.0,3952.0,33332.0,0.0,1704.0
0.409,34815.0,31.6,0.0,47.117,8.152999999999999,104.914,0.0,0.647,0.409,0.0,17.268,0.615,0.82,0.0,0.0,0.0,0.82,0.0,0.0,0.0,1468534.0,0.0,52.286,22.1,1702.0739999999996,77.69,0.0,25129.341,144749.0,0.0453,55.0,75.93,0.0,4007.0,34821.0,0.0,1639.0
0.453,35512.0,31.6,0.0,47.682,8.152999999999999,104.914,0.0,0.564,0.418,0.0,17.722,0.615,0.82,0.0,0.0,0.0,0.81,0.0,0.0,0.0,1507099.0,0.0,52.286,22.8,1722.158,77.69,0.0,25129.341,146457.0,0.0438,48.0,75.93,0.0,4055.0,38565.0,0.0,1635.0
0.4970000000000001,36459.0,31.6,0.0,48.164,8.152999999999999,104.914,0.0,0.482,0.429,0.0,18.218,0.6,0.82,0.0,0.0,0.0,0.79,0.0,0.0,0.0,1549335.0,0.0,51.0,23.3,1741.089,77.69,0.0,25129.341,148067.0,0.0429,41.0,75.93,0.0,4096.0,42236.0,0.0,1708.0
0.416,36342.0,31.6,0.0,48.681,8.152999999999999,104.914,0.0,0.517,0.4270000000000001,0.0,18.634,0.595,0.82,0.0,0.0,0.0,0.78,0.0,0.0,0.0,1584704.0,0.0,50.57100000000001,23.6,1757.175,77.69,0.0,25129.341,149435.0,0.0424,44.0,75.93,0.0,4140.0,35369.0,0.0,1610.0
0.29600000000000004,35259.0,31.6,0.0,49.04600000000001,8.152999999999999,104.914,0.0,0.365,0.415,0.0,18.93,0.5539999999999999,0.82,0.0,0.0,0.0,0.76,0.0,0.0,0.0,1609845.0,0.0,47.143,22.8,1770.792,77.69,0.0,25129.341,150593.0,0.0438,31.0,75.93,0.0,4171.0,25141.0,0.0,1368.0
