median_age,new_tests_per_thousand,total_boosters,new_tests_smoothed,cardiovasc_death_rate,total_deaths_per_million,aged_70_older,extreme_poverty,people_fully_vaccinated,new_deaths_per_million,new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed_per_hundred,total_tests_per_thousand,new_deaths_smoothed_per_million,hospital_beds_per_thousand,total_boosters_per_hundred,male_smokers,total_vaccinations_per_hundred,people_vaccinated_per_hundred,reproduction_rate,new_vaccinations,total_vaccinations,diabetes_prevalence,people_fully_vaccinated_per_hundred,total_tests,people_vaccinated,new_deaths_smoothed,tests_per_case,total_cases_per_million,new_people_vaccinated_smoothed,total_cases,positive_rate,new_deaths,new_vaccinations_smoothed_per_million,stringency_index,total_deaths,new_vaccinations_smoothed,new_tests,new_cases
43.4,0.0,0.0,8467.0,85.99799999999998,2.963,8.622,0.2,0.0,0.156,0.165,0.0,0.0,0.114,12.27,0.0,40.9,0.0,0.0,0.91,0.0,0.0,6.8,0.0,0.0,0.0,5.857,95.3,186.784,0.0,9583.0,0.0105,8.0,0.0,75.93,152.0,0.0,0.0,146.0
43.4,0.0,0.0,8179.0,85.99799999999998,3.08,8.622,0.2,0.0,0.117,0.159,0.0,7.439,0.131,12.27,0.0,40.9,0.0,0.0,0.97,0.0,0.0,6.8,0.0,381663.0,0.0,6.714,81.8,188.305,0.0,9661.0,0.0122,6.0,0.0,75.93,158.0,0.0,0.0,105.0
43.4,0.234,0.0,8647.0,85.99799999999998,3.158,8.622,0.2,0.0,0.078,0.16899999999999998,0.0,7.672999999999999,0.117,12.27,0.0,40.9,0.0,0.0,1.01,0.0,0.0,6.8,0.0,393672.0,0.0,6.0,80.8,190.741,0.0,9786.0,0.0124,4.0,0.0,75.93,162.0,0.0,12009.0,78.0
43.4,0.22,0.0,8763.0,85.99799999999998,3.216,8.622,0.2,0.0,0.058,0.171,0.0,7.893,0.109,12.27,0.0,40.9,0.0,0.0,0.91,0.0,0.0,6.8,0.0,404962.0,0.0,5.5710000000000015,81.8,192.71,0.0,9887.0,0.0122,3.0,0.0,75.93,165.0,0.0,11290.0,125.0
43.4,0.173,0.0,9041.0,85.99799999999998,3.294,8.622,0.2,0.0,0.078,0.17600000000000002,0.0,8.067,0.106,12.27,0.0,40.9,0.0,0.0,0.79,0.0,0.0,6.8,0.0,413858.0,0.0,5.4289999999999985,86.1,194.444,0.0,9976.0,0.0116,4.0,0.0,75.93,169.0,0.0,8896.0,101.0
43.4,0.205,0.0,8946.0,85.99799999999998,3.391,8.622,0.2,0.0,0.097,0.174,0.0,8.271,0.097,12.27,0.0,40.9,0.0,0.0,0.73,0.0,0.0,6.8,0.0,424365.0,0.0,5.0,85.8,196.121,0.0,10062.0,0.0117,5.0,0.0,75.93,174.0,0.0,10507.0,89.0
43.4,0.0,0.0,8808.0,85.99799999999998,3.45,8.622,0.2,0.0,0.058,0.172,0.0,0.0,0.092,12.27,0.0,40.9,0.0,0.0,0.7,0.0,0.0,6.8,0.0,0.0,0.0,4.714,90.9,197.953,0.0,10156.0,0.011,3.0,0.0,78.7,177.0,0.0,0.0,86.0
43.4,0.0,0.0,9307.0,85.99799999999998,3.567,8.622,0.2,0.0,0.117,0.181,0.0,8.609,0.086,12.27,0.0,40.9,0.0,0.0,0.72,0.0,0.0,6.8,0.0,441662.0,0.0,4.4289999999999985,99.6,199.531,0.0,10237.0,0.01,6.0,0.0,78.7,183.0,0.0,0.0,94.0
43.4,0.114,0.0,9407.0,85.99799999999998,3.625,8.622,0.2,0.0,0.058,0.183,0.0,8.722000000000001,0.078,12.27,0.0,40.9,0.0,0.0,0.69,0.0,0.0,6.8,0.0,447509.0,0.0,4.0,105.7,200.448,0.0,10284.0,0.0095,3.0,0.0,82.41,186.0,0.0,5847.0,81.0
43.4,0.17800000000000002,0.0,8997.0,85.99799999999998,3.742,8.622,0.2,0.0,0.117,0.175,0.0,8.901,0.084,12.27,0.0,40.9,0.0,0.0,0.63,0.0,0.0,6.8,0.0,456654.0,0.0,4.2860000000000005,115.6,201.364,0.0,10331.0,0.0087,6.0,0.0,82.41,192.0,0.0,9145.0,47.0
43.4,0.224,0.0,9026.0,85.99799999999998,3.898,8.622,0.2,0.0,0.156,0.17600000000000002,0.0,9.125,0.097,12.27,0.0,40.9,0.0,0.0,0.56,0.0,0.0,6.8,0.0,468145.0,0.0,5.0,127.1,202.397,0.0,10384.0,0.0079,8.0,0.0,82.41,200.0,0.0,11491.0,47.0
43.4,0.21600000000000005,0.0,9335.0,85.99799999999998,3.976,8.622,0.2,0.0,0.078,0.182,0.0,9.34,0.097,12.27,0.0,40.9,0.0,0.0,0.45,0.0,0.0,6.8,0.0,479202.0,0.0,5.0,146.2,203.157,0.0,10423.0,0.0068,4.0,0.0,82.41,204.0,0.0,11057.0,53.0
43.4,0.16699999999999998,0.0,9055.0,85.99799999999998,4.0539999999999985,8.622,0.2,0.0,0.078,0.17600000000000002,0.0,9.507,0.095,12.27,0.0,40.9,0.0,0.0,0.38,0.0,0.0,6.8,0.0,487753.0,0.0,4.857,163.4,203.683,0.0,10450.0,0.0061,4.0,0.0,82.41,208.0,0.0,8551.0,39.0
43.4,0.16899999999999998,0.0,9056.0,85.99799999999998,4.113,8.622,0.2,0.0,0.058,0.177,0.0,9.676,0.095,12.27,0.0,40.9,0.0,0.0,0.38,0.0,0.0,6.8,0.0,496409.0,0.0,4.857,195.7,204.268,0.0,10480.0,0.0051,3.0,0.0,82.41,211.0,0.0,8656.0,27.0
43.4,0.086,0.0,8453.0,85.99799999999998,4.171,8.622,0.2,0.0,0.058,0.165,0.0,9.762,0.086,12.27,0.0,40.9,0.0,0.0,0.48,0.0,0.0,6.8,0.0,500833.0,0.0,4.4289999999999985,215.2,204.892,0.0,10512.0,0.0046,3.0,0.0,82.41,214.0,0.0,4424.0,30.0
43.4,0.08800000000000001,0.0,8263.0,85.99799999999998,4.23,8.622,0.2,0.0,0.058,0.161,0.0,9.85,0.086,12.27,0.0,40.9,0.0,0.0,0.55,0.0,0.0,6.8,0.0,505352.0,0.0,4.4289999999999985,228.6,205.379,0.0,10537.0,0.0044,3.0,0.0,82.41,217.0,0.0,4519.0,32.0
43.4,0.145,0.0,8019.0,85.99799999999998,4.327,8.622,0.2,0.0,0.097,0.156,0.0,9.995,0.084,12.27,0.0,40.9,0.0,0.0,0.55,0.0,0.0,6.8,0.0,512787.0,0.0,4.2860000000000005,240.9,205.905,0.0,10564.0,0.0042,5.0,0.0,82.41,222.0,0.0,7435.0,25.0
43.4,0.131,0.0,7340.0,85.99799999999998,4.386,8.622,0.2,0.0,0.058,0.14300000000000002,0.0,10.126,0.07,12.27,0.0,40.9,0.0,0.0,0.51,0.0,0.0,6.8,0.0,519526.0,0.0,3.571,248.2,206.431,0.0,10591.0,0.004,3.0,0.0,82.41,225.0,0.0,6739.0,27.0
43.4,0.097,0.0,6472.0,85.99799999999998,4.463,8.622,0.2,0.0,0.078,0.126,0.0,10.223,0.07,12.27,0.0,40.9,0.0,0.0,0.44,0.0,0.0,6.8,0.0,524507.0,0.0,3.571,238.4,206.86,0.0,10613.0,0.0042,4.0,0.0,82.41,229.0,0.0,4981.0,27.0
43.4,0.151,0.0,6361.0,85.99799999999998,4.4830000000000005,8.622,0.2,0.0,0.019,0.124,0.0,10.375,0.061,12.27,0.0,40.9,0.0,0.0,0.4,0.0,0.0,6.8,0.0,532277.0,0.0,3.143,240.7,207.289,0.0,10635.0,0.0042,1.0,0.0,82.41,230.0,0.0,7770.0,22.0
43.4,0.0,0.0,6166.0,85.99799999999998,4.522,8.622,0.2,0.0,0.039,0.12,0.0,0.0,0.058,12.27,0.0,40.9,0.0,0.0,0.35,0.0,0.0,6.8,0.0,0.0,0.0,3.0,249.5,207.64,0.0,10653.0,0.004,2.0,0.0,73.15,232.0,0.0,0.0,22.0
43.4,0.0,0.0,6576.0,85.99799999999998,4.561,8.622,0.2,0.0,0.039,0.128,0.0,10.659,0.056,12.27,0.0,40.9,0.0,0.0,0.37,0.0,0.0,6.8,0.0,546866.0,0.0,2.857,308.9,207.796,0.0,10661.0,0.0032,2.0,0.0,73.15,234.0,0.0,0.0,18.0
43.4,0.08199999999999999,0.0,6529.0,85.99799999999998,4.6,8.622,0.2,0.0,0.039,0.127,0.0,10.741,0.053,12.27,0.0,40.9,0.0,0.0,0.44,0.0,0.0,6.8,0.0,551054.0,0.0,2.714,333.6,208.049,0.0,10674.0,0.003,2.0,0.0,43.52,236.0,0.0,4188.0,8.0
43.4,0.141,0.0,6501.0,85.99799999999998,4.619,8.622,0.2,0.0,0.019,0.127,0.0,10.882,0.042,12.27,0.0,40.9,0.0,0.0,0.44,0.0,0.0,6.8,0.0,558293.0,0.0,2.143,382.4,208.225,0.0,10683.0,0.0026,1.0,0.0,43.52,237.0,0.0,7239.0,13.0
43.4,0.147,0.0,6616.0,85.99799999999998,4.6389999999999985,8.622,0.2,0.0,0.019,0.129,0.0,11.029000000000002,0.036000000000000004,12.27,0.0,40.9,0.0,0.0,0.44,0.0,0.0,6.8,0.0,565838.0,0.0,1.857,449.6,208.439,0.0,10694.0,0.0022,1.0,0.0,43.52,238.0,0.0,7545.0,9.0
43.4,0.156,0.0,7046.0,85.99799999999998,4.678,8.622,0.2,0.0,0.039,0.13699999999999998,0.0,11.185,0.031,12.27,0.0,40.9,0.0,0.0,0.43,0.0,0.0,6.8,0.0,573832.0,0.0,1.571,519.2,208.712,0.0,10708.0,0.0019,2.0,0.0,43.52,240.0,0.0,7994.0,11.0
43.4,0.119,0.0,6806.0,85.99799999999998,4.678,8.622,0.2,0.0,0.0,0.133,0.0,11.303,0.028,12.27,0.0,40.9,0.0,0.0,0.42,0.0,0.0,6.8,0.0,579920.0,0.0,1.429,574.0,208.907,0.0,10718.0,0.0017,0.0,0.0,43.52,240.0,0.0,6088.0,14.0
43.4,0.0,0.0,6376.0,85.99799999999998,4.717,8.622,0.2,0.0,0.039,0.124,0.0,0.0,0.028,12.27,0.0,40.9,0.0,0.0,0.43,0.0,0.0,6.8,0.0,0.0,0.0,1.429,595.1,209.102,0.0,10728.0,0.0017,2.0,0.0,43.52,242.0,0.0,0.0,10.0
43.4,0.0,0.0,5945.0,85.99799999999998,4.7360000000000015,8.622,0.2,0.0,0.019,0.116,0.0,0.0,0.025,12.27,0.0,40.9,0.0,0.0,0.54,0.0,0.0,6.8,0.0,0.0,0.0,1.286,540.5,209.297,0.0,10738.0,0.0019,1.0,0.0,43.52,243.0,0.0,0.0,10.0
43.4,0.0,0.0,5959.0,85.99799999999998,4.756,8.622,0.2,0.0,0.019,0.116,0.0,11.554,0.022,12.27,0.0,40.9,0.0,0.0,0.64,0.0,0.0,6.8,0.0,592765.0,0.0,1.143,534.8,209.569,0.0,10752.0,0.0019,1.0,0.0,43.52,244.0,0.0,0.0,10.0
43.4,0.128,0.0,5860.0,85.99799999999998,4.795,8.622,0.2,0.0,0.039,0.114,0.0,11.681,0.025,12.27,0.0,40.9,0.0,0.0,0.57,0.0,0.0,6.8,0.0,599311.0,0.0,1.286,525.9,209.745,0.0,10761.0,0.0019,2.0,0.0,43.52,246.0,0.0,6546.0,14.0
43.4,0.128,0.0,5722.0,85.99799999999998,4.814,8.622,0.2,0.0,0.019,0.112,0.0,11.81,0.025,12.27,0.0,40.9,0.0,0.0,0.49,0.0,0.0,6.8,0.0,605890.0,0.0,1.286,564.1,209.823,0.0,10765.0,0.0018,1.0,0.0,43.52,247.0,0.0,6579.0,9.0
43.4,0.0,0.0,5186.0,85.99799999999998,4.834,8.622,0.2,0.0,0.019,0.101,0.0,0.0,0.022,12.27,0.0,40.9,0.0,0.0,0.5,0.0,0.0,6.8,0.0,0.0,0.0,1.143,550.0,209.998,0.0,10774.0,0.0018,1.0,0.0,43.52,248.0,0.0,0.0,4.0
43.4,0.0,0.0,4923.0,85.99799999999998,4.873,8.622,0.2,0.0,0.039,0.096,0.0,11.975,0.028,12.27,0.0,40.9,0.0,0.0,0.53,0.0,0.0,6.8,0.0,614384.0,0.0,1.429,555.8,210.115,0.0,10780.0,0.0018,2.0,0.0,43.52,250.0,0.0,0.0,9.0
43.4,0.091,0.0,4981.0,85.99799999999998,4.873,8.622,0.2,0.0,0.0,0.097,0.0,12.066,0.022,12.27,0.0,40.9,0.0,0.0,0.61,0.0,0.0,6.8,0.0,619066.0,0.0,1.143,536.4,210.36900000000003,0.0,10793.0,0.0019,0.0,0.0,43.52,250.0,0.0,4682.0,6.0
43.4,0.065,0.0,4843.0,85.99799999999998,4.912,8.622,0.2,0.0,0.039,0.094,0.0,12.130999999999998,0.025,12.27,0.0,40.9,0.0,0.0,0.62,0.0,0.0,6.8,0.0,622385.0,0.0,1.286,538.1,210.525,0.0,10801.0,0.0019,2.0,0.0,43.52,252.0,0.0,3319.0,13.0
43.4,0.065,0.0,4711.0,85.99799999999998,4.9510000000000005,8.622,0.2,0.0,0.039,0.092,0.0,12.197,0.028,12.27,0.0,40.9,0.0,0.0,0.58,0.0,0.0,6.8,0.0,625745.0,0.0,1.429,634.1,210.583,0.0,10804.0,0.0016,2.0,0.0,43.52,254.0,0.0,3360.0,8.0
43.4,0.11,0.0,4581.0,85.99799999999998,4.97,8.622,0.2,0.0,0.019,0.08900000000000001,0.0,12.306,0.025,12.27,0.0,40.9,0.0,0.0,0.61,0.0,0.0,6.8,0.0,631379.0,0.0,1.286,712.6,210.622,0.0,10806.0,0.0014,1.0,0.0,43.52,255.0,0.0,5634.0,3.0
43.4,0.07200000000000001,0.0,4171.0,85.99799999999998,4.99,8.622,0.2,0.0,0.019,0.081,0.0,12.379,0.025,12.27,0.0,40.9,0.0,0.0,0.85,0.0,0.0,6.8,0.0,635086.0,0.0,1.286,648.8,210.7,0.0,10810.0,0.0015,1.0,0.0,43.52,256.0,0.0,3707.0,2.0
43.4,0.114,0.0,4403.0,85.99799999999998,4.99,8.622,0.2,0.0,0.0,0.086,0.0,12.493,0.022,12.27,0.0,40.9,0.0,0.0,1.31,0.0,0.0,6.8,0.0,640959.0,0.0,1.143,642.1,210.93400000000003,0.0,10822.0,0.0016,0.0,0.0,43.52,256.0,0.0,5873.0,4.0
43.4,0.098,0.0,4516.0,85.99799999999998,4.99,8.622,0.2,0.0,0.0,0.08800000000000001,0.0,12.591,0.017,12.27,0.0,40.9,0.0,0.0,1.8,0.0,0.0,6.8,0.0,645996.0,0.0,0.857,526.9,211.285,0.0,10840.0,0.0019,0.0,0.0,43.52,256.0,0.0,5037.0,12.0
43.4,0.095,0.0,4544.0,85.99799999999998,4.99,8.622,0.2,0.0,0.0,0.08900000000000001,0.0,12.686,0.017,12.27,0.0,40.9,0.0,0.0,2.21,0.0,0.0,6.8,0.0,650877.0,0.0,0.857,392.7,211.947,0.0,10874.0,0.0025,0.0,0.0,43.52,256.0,0.0,4881.0,18.0
43.4,0.0,0.0,4548.0,85.99799999999998,4.99,8.622,0.2,0.0,0.0,0.08900000000000001,0.0,0.0,0.011,12.27,0.0,40.9,0.0,0.0,2.17,0.0,0.0,6.8,0.0,0.0,0.0,0.5710000000000001,294.8,212.63,0.0,10909.0,0.0034,0.0,0.0,43.52,256.0,0.0,0.0,34.0
43.4,0.0,0.0,4546.0,85.99799999999998,5.029,8.622,0.2,0.0,0.039,0.08900000000000001,0.0,12.817,0.011,12.27,0.0,40.9,0.0,0.0,1.88,0.0,0.0,6.8,0.0,657570.0,0.0,0.5710000000000001,241.1,213.156,0.0,10936.0,0.0041,2.0,0.0,43.52,258.0,0.0,0.0,35.0
43.4,0.136,0.0,4740.0,85.99799999999998,5.048,8.622,0.2,0.0,0.019,0.092,0.0,12.953,0.011,12.27,0.0,40.9,0.0,0.0,1.6,0.0,0.0,6.8,0.0,664560.0,0.0,0.5710000000000001,212.7,213.663,0.0,10962.0,0.0047,1.0,0.0,43.52,259.0,0.0,6990.0,27.0
43.4,0.23,0.0,5894.0,85.99799999999998,5.0680000000000005,8.622,0.2,0.0,0.019,0.115,0.0,13.183,0.011,12.27,0.0,40.9,0.0,0.0,1.42,0.0,0.0,6.8,0.0,676341.0,0.0,0.5710000000000001,227.9,214.228,0.0,10991.0,0.0044,1.0,0.0,43.52,260.0,0.0,11781.0,26.0
43.4,0.281,0.0,7115.0,85.99799999999998,5.0680000000000005,8.622,0.2,0.0,0.0,0.139,0.0,13.464,0.011,12.27,0.0,40.9,0.0,0.0,1.19,0.0,0.0,6.8,0.0,690762.0,0.0,0.5710000000000001,254.1,214.754,0.0,11018.0,0.0039,0.0,0.0,43.52,260.0,0.0,14421.0,29.0
43.4,0.314,0.0,8697.0,85.99799999999998,5.107,8.622,0.2,0.0,0.039,0.17,0.0,13.778,0.017,12.27,0.0,40.9,0.0,0.0,0.97,0.0,0.0,6.8,0.0,706872.0,0.0,0.857,309.0,215.124,0.0,11037.0,0.0032,2.0,0.0,43.52,262.0,0.0,16110.0,27.0
43.4,0.0,0.0,9651.0,85.99799999999998,5.107,8.622,0.2,0.0,0.0,0.188,0.0,0.0,0.017,12.27,0.0,40.9,0.0,0.0,0.82,0.0,0.0,6.8,0.0,0.0,0.0,0.857,383.8,215.378,0.0,11050.0,0.0026,0.0,0.0,43.52,262.0,0.0,0.0,19.0
43.4,0.0,0.0,10824.0,85.99799999999998,5.126,8.622,0.2,0.0,0.019,0.211,0.0,14.228,0.019,12.27,0.0,40.9,0.0,0.0,0.89,0.0,0.0,6.8,0.0,729993.0,0.0,1.0,485.7,215.67,0.0,11065.0,0.0021,1.0,0.0,43.52,263.0,0.0,0.0,13.0
43.4,0.139,0.0,11364.0,85.99799999999998,5.126,8.622,0.2,0.0,0.0,0.221,0.0,14.367,0.014,12.27,0.0,40.9,0.0,0.0,1.0,0.0,0.0,6.8,0.0,737118.0,0.0,0.7140000000000001,560.2,215.924,0.0,11078.0,0.0018,0.0,0.0,43.52,263.0,0.0,7125.0,15.0
43.4,0.225,0.0,12013.0,85.99799999999998,5.126,8.622,0.2,0.0,0.0,0.234,0.0,14.592,0.011,12.27,0.0,40.9,0.0,0.0,1.12,0.0,0.0,6.8,0.0,748649.0,0.0,0.5710000000000001,568.2,216.547,0.0,11110.0,0.0018,0.0,0.0,43.52,263.0,0.0,11531.0,13.0
43.4,0.223,0.0,11963.0,85.99799999999998,5.146,8.622,0.2,0.0,0.019,0.233,0.0,14.815,0.011,12.27,0.0,40.9,0.0,0.0,0.95,0.0,0.0,6.8,0.0,760082.0,0.0,0.5710000000000001,639.3,216.781,0.0,11122.0,0.0016,1.0,0.0,39.81,264.0,0.0,11433.0,32.0
43.4,0.205,0.0,11405.0,85.99799999999998,5.146,8.622,0.2,0.0,0.0,0.222,0.0,15.02,0.011,12.27,0.0,40.9,0.0,0.0,1.01,0.0,0.0,6.8,0.0,770595.0,0.0,0.5710000000000001,643.8,217.171,0.0,11142.0,0.0016,0.0,0.0,39.81,264.0,0.0,10513.0,12.0
43.4,0.225,0.0,10751.0,85.99799999999998,5.185,8.622,0.2,0.0,0.039,0.21,0.0,15.245,0.011,12.27,0.0,40.9,0.0,0.0,1.09,0.0,0.0,6.8,0.0,782132.0,0.0,0.5710000000000001,587.9,217.61900000000003,0.0,11165.0,0.0017,2.0,0.0,39.81,266.0,0.0,11537.0,20.0
43.4,0.209,0.0,10631.0,85.99799999999998,5.185,8.622,0.2,0.0,0.0,0.207,0.0,15.454,0.011,12.27,0.0,40.9,0.0,0.0,1.15,0.0,0.0,6.8,0.0,792851.0,0.0,0.5710000000000001,531.6,218.107,0.0,11190.0,0.0019,0.0,0.0,39.81,266.0,0.0,10719.0,23.0
43.4,0.0,0.0,10015.0,85.99799999999998,5.204,8.622,0.2,0.0,0.019,0.195,0.0,0.0,0.011,12.27,0.0,40.9,0.0,0.0,1.22,0.0,0.0,6.8,0.0,0.0,0.0,0.5710000000000001,497.2,218.418,0.0,11206.0,0.002,1.0,0.0,39.81,267.0,0.0,0.0,25.0
43.4,0.0,0.0,10033.0,85.99799999999998,5.2429999999999986,8.622,0.2,0.0,0.039,0.196,0.0,15.736,0.017,12.27,0.0,40.9,0.0,0.0,1.47,0.0,0.0,6.8,0.0,807348.0,0.0,0.857,477.8,218.789,0.0,11225.0,0.0021,2.0,0.0,39.81,269.0,0.0,0.0,16.0
43.4,0.197,0.0,9826.0,85.99799999999998,5.2429999999999986,8.622,0.2,0.0,0.0,0.192,0.0,15.933,0.017,12.27,0.0,40.9,0.0,0.0,1.84,0.0,0.0,6.8,0.0,817431.0,0.0,0.857,443.8,219.568,0.0,11265.0,0.0023,0.0,0.0,39.81,269.0,0.0,10083.0,19.0
43.4,0.28,0.0,10248.0,85.99799999999998,5.2429999999999986,8.622,0.2,0.0,0.0,0.2,0.0,16.213,0.014,12.27,0.0,40.9,0.0,0.0,2.15,0.0,0.0,6.8,0.0,831815.0,0.0,0.7140000000000001,323.1,221.108,0.0,11344.0,0.0031,0.0,0.0,39.81,269.0,0.0,14384.0,40.0
43.4,0.282,0.0,10814.0,85.99799999999998,5.2429999999999986,8.622,0.2,0.0,0.0,0.211,0.0,16.495,0.014,12.27,0.0,40.9,0.0,0.0,1.79,0.0,0.0,6.8,0.0,846296.0,0.0,0.7140000000000001,291.1,222.239,0.0,11402.0,0.0034,0.0,0.0,39.81,269.0,0.0,14481.0,79.0
43.4,0.278,0.0,11204.0,85.99799999999998,5.2429999999999986,8.622,0.2,0.0,0.0,0.218,0.0,16.773,0.008,12.27,0.0,40.9,0.0,0.0,1.38,0.0,0.0,6.8,0.0,860563.0,0.0,0.429,284.2,222.999,0.0,11441.0,0.0035,0.0,0.0,55.09,269.0,0.0,14267.0,58.0
43.4,0.313,0.0,11965.0,85.99799999999998,5.263,8.622,0.2,0.0,0.019,0.233,0.0,17.086,0.011,12.27,0.0,40.9,0.0,0.0,1.15,0.0,0.0,6.8,0.0,876603.0,0.0,0.5710000000000001,301.3,223.525,0.0,11468.0,0.0033,1.0,0.0,55.09,270.0,0.0,16040.0,39.0
43.4,0.213,0.0,12490.0,85.99799999999998,5.282,8.622,0.2,0.0,0.019,0.243,0.0,17.299,0.011,12.27,0.0,40.9,0.0,0.0,1.19,0.0,0.0,6.8,0.0,887528.0,0.0,0.5710000000000001,294.4,224.207,0.0,11503.0,0.0034,1.0,0.0,55.09,271.0,0.0,10925.0,27.0
43.4,0.191,0.0,12855.0,85.99799999999998,5.3020000000000005,8.622,0.2,0.0,0.019,0.251,0.0,17.49,0.008,12.27,0.0,40.9,0.0,0.0,1.23,0.0,0.0,6.8,0.0,897333.0,0.0,0.429,284.8,224.948,0.0,11541.0,0.0035,1.0,0.0,55.09,272.0,0.0,9805.0,35.0
43.4,0.265,0.0,13357.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.019,0.26,0.0,17.755,0.011,12.27,0.0,40.9,0.0,0.0,1.21,0.0,0.0,6.8,0.0,910929.0,0.0,0.5710000000000001,287.7,225.903,0.0,11590.0,0.0035,1.0,0.0,55.09,273.0,0.0,13596.0,38.0
43.4,0.35200000000000004,0.0,13882.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.0,0.271,0.0,18.107,0.011,12.27,0.0,40.9,0.0,0.0,1.11,0.0,0.0,6.8,0.0,928987.0,0.0,0.5710000000000001,341.0,226.663,0.0,11629.0,0.0029,0.0,0.0,55.09,273.0,0.0,18058.0,49.0
43.4,0.325,0.0,14195.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.0,0.277,0.0,18.432,0.011,12.27,0.0,40.9,0.0,0.0,1.12,0.0,0.0,6.8,0.0,945659.0,0.0,0.5710000000000001,373.6,227.423,0.0,11668.0,0.0027,0.0,0.0,55.09,273.0,0.0,16672.0,39.0
43.4,0.322,0.0,14519.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.0,0.28300000000000003,0.0,18.754,0.011,12.27,0.0,40.9,0.0,0.0,1.19,0.0,0.0,6.8,0.0,962194.0,0.0,0.5710000000000001,365.6,228.417,0.0,11719.0,0.0027,0.0,0.0,55.09,273.0,0.0,16535.0,39.0
43.4,0.295,0.0,14393.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.0,0.281,0.0,19.05,0.008,12.27,0.0,40.9,0.0,0.0,1.23,0.0,0.0,6.8,0.0,977351.0,0.0,0.429,327.1,229.528,0.0,11776.0,0.0031,0.0,0.0,55.09,273.0,0.0,15157.0,51.0
43.4,0.174,0.0,14109.0,85.99799999999998,5.3210000000000015,8.622,0.2,0.0,0.0,0.275,0.0,19.224,0.006,12.27,0.0,40.9,0.0,0.0,1.16,0.0,0.0,6.8,0.0,986288.0,0.0,0.28600000000000003,317.6,230.269,0.0,11814.0,0.0031,0.0,0.0,55.09,273.0,0.0,8937.0,57.0
43.4,0.147,0.0,13787.0,85.99799999999998,5.341,8.622,0.2,0.0,0.019,0.269,0.0,19.371,0.006,12.27,0.0,40.9,0.0,0.0,1.13,0.0,0.0,6.8,0.0,993840.0,0.0,0.28600000000000003,310.3,231.01,0.0,11852.0,0.0032,1.0,0.0,53.24,274.0,0.0,7552.0,38.0
43.4,0.28600000000000003,0.0,13944.0,85.99799999999998,5.38,8.622,0.2,0.0,0.039,0.272,0.0,19.658,0.008,12.27,0.0,40.9,0.0,0.0,1.11,0.0,0.0,6.8,0.0,1008538.0,0.0,0.429,312.8,231.984,0.0,11902.0,0.0032,2.0,0.0,53.24,276.0,0.0,14698.0,38.0
43.4,0.335,0.0,13823.0,85.99799999999998,5.38,8.622,0.2,0.0,0.0,0.269,0.0,19.993,0.008,12.27,0.0,40.9,0.0,0.0,1.07,0.0,0.0,6.8,0.0,1025749.0,0.0,0.429,304.3,232.861,0.0,11947.0,0.0033,0.0,0.0,53.24,276.0,0.0,17211.0,50.0
43.4,0.305,0.0,13676.0,85.99799999999998,5.399,8.622,0.2,0.0,0.019,0.267,0.0,20.298,0.011,12.27,0.0,40.9,0.0,0.0,1.08,0.0,0.0,6.8,0.0,1041394.0,0.0,0.5710000000000001,285.8,233.953,0.0,12003.0,0.0035,1.0,0.0,53.24,277.0,0.0,15645.0,45.0
43.4,0.309,0.0,13578.0,85.99799999999998,5.399,8.622,0.2,0.0,0.0,0.265,0.0,20.607,0.011,12.27,0.0,40.9,0.0,0.0,0.99,0.0,0.0,6.8,0.0,1057243.0,0.0,0.5710000000000001,286.3,234.889,0.0,12051.0,0.0035,0.0,0.0,53.24,277.0,0.0,15849.0,56.0
43.4,0.275,0.0,13429.0,85.99799999999998,5.399,8.622,0.2,0.0,0.0,0.262,0.0,20.882,0.011,12.27,0.0,40.9,0.0,0.0,0.93,0.0,0.0,6.8,0.0,1071352.0,0.0,0.5710000000000001,304.2,235.551,0.0,12085.0,0.0033,0.0,0.0,53.24,277.0,0.0,14109.0,48.0
43.4,0.149,0.0,13241.0,85.99799999999998,5.399,8.622,0.2,0.0,0.0,0.258,0.0,21.03,0.011,12.27,0.0,40.9,0.0,0.0,0.99,0.0,0.0,6.8,0.0,1078972.0,0.0,0.5710000000000001,301.9,236.253,0.0,12121.0,0.0033,0.0,0.0,53.24,277.0,0.0,7620.0,34.0
43.4,0.116,0.0,13012.0,85.99799999999998,5.419,8.622,0.2,0.0,0.019,0.254,0.0,21.147,0.011,12.27,0.0,40.9,0.0,0.0,1.01,0.0,0.0,6.8,0.0,1084926.0,0.0,0.5710000000000001,300.6,236.916,0.0,12155.0,0.0033,1.0,0.0,53.24,278.0,0.0,5954.0,36.0
43.4,0.238,0.0,12657.0,85.99799999999998,5.438,8.622,0.2,0.0,0.019,0.247,0.0,21.384,0.008,12.27,0.0,40.9,0.0,0.0,1.05,0.0,0.0,6.8,0.0,1097135.0,0.0,0.429,299.3,237.754,0.0,12198.0,0.0033,1.0,0.0,53.24,279.0,0.0,12209.0,34.0
