new_tests_per_thousand,new_tests_smoothed,median_age,total_boosters,cardiovasc_death_rate,hosp_patients_per_million,total_deaths_per_million,aged_70_older,female_smokers,people_fully_vaccinated,new_deaths_per_million,new_tests_smoothed_per_thousand,new_people_vaccinated_smoothed_per_hundred,total_tests_per_thousand,new_deaths_smoothed_per_million,human_development_index,total_boosters_per_hundred,icu_patients_per_million,hosp_patients,weekly_hosp_admissions_per_million,total_vaccinations_per_hundred,people_vaccinated_per_hundred,reproduction_rate,weekly_hosp_admissions,total_vaccinations,new_vaccinations,people_fully_vaccinated_per_hundred,total_tests,people_vaccinated,new_deaths_smoothed,tests_per_case,total_cases_per_million,new_people_vaccinated_smoothed,total_cases,positive_rate,new_deaths,new_vaccinations_smoothed_per_million,stringency_index,total_deaths,new_tests,new_vaccinations_smoothed,icu_patients,new_cases
0.151,23642.0,38.3,0.0,151.089,0.0,0.583,9.732,19.1,0.0,0.18,0.071,0.0,0.555,0.069,0.926,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,184680.0,0.0,23.0,20.6,27.542,0.0,9169.0,0.0485,60.0,0.0,55.09,194.0,50385.0,0.0,0.0,1833.0
0.182,31026.0,38.3,0.0,151.089,0.0,0.799,9.732,19.1,0.0,0.21600000000000005,0.093,0.0,0.737,0.096,0.926,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,245237.0,0.0,31.857,18.0,41.04,0.0,13663.0,0.0556,72.0,0.0,67.13,266.0,60557.0,0.0,0.0,2657.0
0.229,40244.0,38.3,0.0,151.089,0.0,1.117,9.732,19.1,0.0,0.318,0.121,0.0,0.966,0.138,0.926,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,321481.0,0.0,45.857,15.8,60.165,0.0,20030.0,0.0632,106.0,0.0,67.13,372.0,76244.0,0.0,0.0,4494.0
0.228,49211.0,38.3,0.0,151.089,0.0,1.4269999999999998,9.732,19.1,0.0,0.309,0.14800000000000002,0.0,1.193,0.179,0.926,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,397260.0,0.0,59.57100000000001,14.9,78.173,0.0,26025.0,0.0669,103.0,0.0,72.69,475.0,75779.0,0.0,0.0,6367.0
0.222,57711.0,38.3,0.0,151.089,0.0,1.811,9.732,19.1,0.0,0.384,0.173,0.0,1.415,0.229,0.926,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,471188.0,0.0,76.143,12.7,104.964,0.0,34944.0,0.0785,128.0,0.0,72.69,603.0,73928.0,0.0,0.0,5995.0
0.239,65198.0,38.3,0.0,151.089,0.0,2.373,9.732,19.1,0.0,0.562,0.196,0.0,1.655,0.297,0.926,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,550889.0,0.0,99.0,11.0,138.46200000000002,0.0,46096.0,0.0907,187.0,0.0,72.69,790.0,79701.0,0.0,0.0,8919.0
0.314,74447.0,38.3,0.0,151.089,0.0,3.103,9.732,19.1,0.0,0.73,0.224,0.0,1.969,0.386,0.926,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,655422.0,0.0,128.429,10.4,170.356,0.0,56714.0,0.0963,243.0,0.0,72.69,1033.0,104533.0,0.0,0.0,11152.0
0.345,83633.0,38.3,0.0,151.089,0.0,4.103,9.732,19.1,0.0,1.0,0.251,0.0,2.313,0.503,0.926,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,770114.0,0.0,167.429,9.8,206.782,0.0,68841.0,0.1019,333.0,0.0,72.69,1366.0,114692.0,0.0,0.0,10618.0
0.388,93444.0,38.3,0.0,151.089,0.0,5.356,9.732,19.1,0.0,1.253,0.281,0.0,2.701,0.6509999999999999,0.926,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,899347.0,0.0,216.71400000000003,9.0,260.313,0.0,86662.0,0.1116,417.0,0.0,72.69,1783.0,129233.0,0.0,0.0,12127.0
0.408,101952.0,38.3,0.0,151.089,0.0,6.924,9.732,19.1,0.0,1.568,0.306,0.0,3.109,0.8290000000000001,0.926,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,1035146.0,0.0,276.143,8.4,316.156,0.0,105253.0,0.1194,522.0,0.0,72.69,2305.0,135799.0,0.0,0.0,17821.0
