aged_70_older,PrivateGatheringRestrictions,B.1.427/B.1.429,new_tests_smoothed_per_thousand,ClosPubAnyPartial,weekly_icu_admissions,new_tests_per_thousand,people_vaccinated,total_vaccinations_per_hundred,WorkplaceClosures,BanOnAllEvents,StayHomeRiskG,AT.1,EntertainmentVenues,HotelsOtherAccommodationPartial,OutdoorOver500,ClosDaycare,B.1.525,AdaptationOfWorkplacePartial,new_deaths_smoothed_per_million,new_vaccinations,B.1.1.7+E484K,RestaurantsCafesPartial,IndoorOver50,SocialCircle,B.1.640,hosp_patients_per_million,cardiovasc_death_rate,C.1.2,StayHomeGen,C.37,P.3,B.1.617.2,B.1.351,diabetes_prevalence,people_fully_vaccinated,population_density,B.1.617.3,MassGatherAllPartial,new_deaths,StayHomeOrderPartial,StayHomeRiskGPartial,total_boosters_per_hundred,new_tests,ClosSec,AY.4.2,OutdoorOver100,HotelsOtherAccommodation,weekly_hosp_admissions_per_million,people_vaccinated_per_hundred,stringency_index,IndoorOver1000,UNK,MasksVoluntaryAllSpaces,GymsSportsCentresPartial,icu_patients,gdp_per_capita,IndoorOver500,MasksMandatoryAllSpacesPartial,new_cases,life_expectancy,AdaptationOfWorkplace,ClosHigh,GymsSportsCentres,RestaurantsCafes,Teleworking,MassGather50,total_deaths,RegionalStayHomeOrder,new_vaccinations_smoothed,MasksMandatoryClosedSpacesPartial,total_vaccinations,people_fully_vaccinated_per_hundred,P.1,MassGather50Partial,total_boosters,IndoorOver100,MasksVoluntaryAllSpacesPartial,B.1.617.1,total_tests,MasksMandatoryClosedSpaces,new_deaths_per_million,total_cases_per_million,new_vaccinations_smoothed_per_million,B.1.617,RegionalStayHomeOrderPartial,hosp_patients,PlaceOfWorship,QuarantineForInternationalTravellersPartial,PlaceOfWorshipPartial,B.1.526,SocialCirclePartial,OutdoorOver50,female_smokers,ClosPrimPartial,weekly_hosp_admissions,total_tests_per_thousand,weekly_icu_admissions_per_million,B.1.620,ClosPrim,NonEssentialShopsPartial,handwashing_facilities,BanOnAllEventsPartial,EntertainmentVenuesPartial,male_smokers,aged_65_older,total_cases,new_tests_smoothed,QuarantineForInternationalTravellers,MasksVoluntaryClosedSpaces,B.1.621,MasksVoluntaryClosedSpacesPartial,Other,SGTF,median_age,MasksMandatoryAllSpaces,NonEssentialShops,human_development_index,ClosSecPartial,B.1.1.529,ClosureOfPublicTransport,positive_rate,ClosureOfPublicTransportPartial,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand,ClosHighPartial,B.1.1.7,B.1.616,ClosPubAny,tests_per_case,total_deaths_per_million,icu_patients_per_million,TeleworkingPartial,new_people_vaccinated_smoothed,WorkplaceClosuresPartial,new_deaths_smoothed,MassGatherAll,population,OutdoorOver1000,reproduction_rate,StayHomeGenPartial,PrivateGatheringRestrictionsPartial,extreme_poverty,ClosDaycarePartial,StayHomeOrder
2.661,0.0,0.0,0.185,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,46.0,0.0,0.0,0.0,22078.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1160.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895857.0,0.0,0.414,476.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.067,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,52914.0,20491.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.4,12.247,0.0,0.0,0.0,0.0,11.429,0.0,111046910.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.189,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,12.0,0.0,0.0,0.0,24643.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1308.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920500.0,0.0,0.108,488.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.289,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,54222.0,21030.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.9,12.355,0.0,0.0,0.0,0.0,11.714,0.0,111046910.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.19,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,162.0,0.0,0.0,0.0,16293.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2037.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936793.0,0.0,1.459,506.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.436,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,56259.0,21150.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.3,13.814,0.0,0.0,0.0,0.0,33.857,0.0,111046910.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.192,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,65.0,0.0,0.0,0.0,18463.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,747.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955256.0,0.0,0.585,513.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.602,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,57006.0,21349.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,14.399,0.0,0.0,0.0,0.0,42.286,0.0,111046910.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.19,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,4.0,0.0,0.0,0.0,20661.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,539.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975917.0,0.0,0.036,518.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.788,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,57545.0,21112.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.3,14.435,0.0,0.0,0.0,0.0,42.0,0.0,111046910.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.191,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,11.0,0.0,0.0,0.0,22280.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1305.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998197.0,0.0,0.099,529.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,8.989,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,58850.0,21185.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.5,14.534,0.0,0.0,0.0,0.0,42.857,0.0,111046910.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.195,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,29.0,0.0,0.0,0.0,26932.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2416.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025129.0,0.0,0.261,551.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,9.231,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,61266.0,21621.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.9,14.796,0.0,0.0,0.0,0.0,47.0,0.0,111046910.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.201,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,17.0,0.0,0.0,0.0,26921.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1735.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052050.0,0.0,0.153,567.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,9.474,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,63001.0,22313.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.5,14.949,0.0,0.0,0.0,0.0,42.857,0.0,111046910.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.204,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,113.0,0.0,0.0,0.0,26696.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2303.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078746.0,0.0,1.018,588.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,9.714,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,65304.0,22607.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.3,15.966,0.0,0.0,0.0,0.0,57.286,0.0,111046910.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.21,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,58.0,0.0,0.0,0.0,21579.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2152.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100325.0,0.0,0.522,607.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,9.909,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,67456.0,23362.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.6,16.489,0.0,0.0,0.0,0.0,42.429,0.0,111046910.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.215,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,4.0,0.0,0.0,0.0,21774.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1442.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122099.0,0.0,0.036,620.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,10.105,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,68898.0,23835.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.525,0.0,0.0,0.0,0.0,33.714,0.0,111046910.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.222,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,2.0,0.0,0.0,0.0,26087.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1866.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148186.0,0.0,0.018,637.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,10.34,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,70764.0,24610.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,16.543,0.0,0.0,0.0,0.0,33.429,0.0,111046910.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.231,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,6.0,0.0,0.0,0.0,29353.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1505.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177539.0,0.0,0.054,650.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,10.604,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,72269.0,25620.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.4,16.597,0.0,0.0,0.0,0.0,32.714,0.0,111046910.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.236,0.0,0.0,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,28.0,0.0,0.0,0.0,30745.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2121.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208284.0,0.0,0.252,669.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,10.881,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,74390.0,26165.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.849,0.0,0.0,0.0,0.0,32.571,0.0,111046910.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.242,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,8.0,0.0,0.0,0.0,31965.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2054.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240249.0,0.0,0.072,688.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,11.169,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,76444.0,26886.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.921,0.0,0.0,0.0,0.0,31.286,0.0,111046910.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.254,0.0,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,18.0,0.0,0.0,0.0,36295.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1968.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276544.0,0.0,0.162,706.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,11.496,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,78412.0,28257.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.1,17.083,0.0,0.0,0.0,0.0,17.714,0.0,111046910.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.261,0.0,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,35.0,0.0,0.0,0.0,26893.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,2036.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303437.0,0.0,0.315,724.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,11.738,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,80448.0,29016.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.6,17.398,0.0,0.0,0.0,0.0,14.429,0.0,111046910.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.271,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,13.0,0.0,0.0,0.0,29625.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1592.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333062.0,0.0,0.117,738.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,12.004,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,82040.0,30138.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.1,17.515,0.0,0.0,0.0,0.0,15.714,0.0,111046910.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.276,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,2.0,0.0,0.0,0.0,29318.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1633.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362380.0,0.0,0.018,753.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,12.269,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,83673.0,30599.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.6,17.533,0.0,0.0,0.0,0.0,15.714,0.0,111046910.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.284,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,15.0,0.0,0.0,0.0,35951.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,1813.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398331.0,0.0,0.135,769.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,12.592,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,85486.0,31542.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.7,17.668,0.0,0.0,0.0,0.0,17.0,0.0,111046910.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0
2.661,0.0,0.0,0.291,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.437,0.0,0.0,0.0,0.0,0.0,0.0,7.07,0.0,351.873,0.0,0.0,21.0,0.0,0.0,0.0,35962.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85,0.0,0.0,0.0,0.0,0.0,7599.188,0.0,0.0,3888.0,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434293.0,0.0,0.189,804.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,12.916,0.0,0.0,0.0,0.0,78.463,0.0,0.0,40.8,4.803,89374.0,32287.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.718,0.0,0.0,0.0,0.0663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.1,17.857,0.0,0.0,0.0,0.0,16.0,0.0,111046910.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0
