aged_70_older,PrivateGatheringRestrictions,B.1.427/B.1.429,new_tests_smoothed_per_thousand,ClosPubAnyPartial,new_tests_per_thousand,people_vaccinated,total_vaccinations_per_hundred,WorkplaceClosures,new_cases_smoothed,BanOnAllEvents,StayHomeRiskG,AT.1,EntertainmentVenues,HotelsOtherAccommodationPartial,OutdoorOver500,ClosDaycare,B.1.525,AdaptationOfWorkplacePartial,new_deaths_smoothed_per_million,new_vaccinations,B.1.1.7+E484K,RestaurantsCafesPartial,IndoorOver50,SocialCircle,B.1.640,hosp_patients_per_million,cardiovasc_death_rate,C.1.2,StayHomeGen,C.37,P.3,B.1.617.2,B.1.351,diabetes_prevalence,people_fully_vaccinated,population_density,B.1.617.3,MassGatherAllPartial,new_deaths,StayHomeOrderPartial,StayHomeRiskGPartial,total_boosters_per_hundred,new_tests,ClosSec,AY.4.2,OutdoorOver100,HotelsOtherAccommodation,people_vaccinated_per_hundred,weekly_hosp_admissions_per_million,stringency_index,IndoorOver1000,UNK,MasksVoluntaryAllSpaces,GymsSportsCentresPartial,icu_patients,IndoorOver500,MasksMandatoryAllSpacesPartial,gdp_per_capita,new_cases,life_expectancy,RestaurantsCafes,AdaptationOfWorkplace,ClosHigh,GymsSportsCentres,Teleworking,MassGather50,total_deaths,RegionalStayHomeOrder,new_vaccinations_smoothed,MasksMandatoryClosedSpacesPartial,total_vaccinations,people_fully_vaccinated_per_hundred,P.1,MassGather50Partial,total_boosters,IndoorOver100,MasksVoluntaryAllSpacesPartial,B.1.617.1,total_tests,MasksMandatoryClosedSpaces,new_deaths_per_million,total_cases_per_million,new_vaccinations_smoothed_per_million,B.1.617,RegionalStayHomeOrderPartial,hosp_patients,PlaceOfWorship,QuarantineForInternationalTravellersPartial,PlaceOfWorshipPartial,B.1.526,SocialCirclePartial,OutdoorOver50,female_smokers,ClosPrimPartial,new_cases_smoothed_per_million,weekly_hosp_admissions,total_tests_per_thousand,B.1.620,new_cases_per_million,ClosPrim,NonEssentialShopsPartial,handwashing_facilities,BanOnAllEventsPartial,EntertainmentVenuesPartial,male_smokers,aged_65_older,total_cases,new_tests_smoothed,QuarantineForInternationalTravellers,MasksVoluntaryClosedSpaces,B.1.621,MasksVoluntaryClosedSpacesPartial,Other,MasksMandatoryAllSpaces,median_age,SGTF,NonEssentialShops,human_development_index,ClosSecPartial,B.1.1.529,ClosureOfPublicTransport,positive_rate,ClosureOfPublicTransportPartial,new_people_vaccinated_smoothed_per_hundred,hospital_beds_per_thousand,ClosHighPartial,B.1.1.7,B.1.616,ClosPubAny,tests_per_case,total_deaths_per_million,TeleworkingPartial,new_people_vaccinated_smoothed,WorkplaceClosuresPartial,new_deaths_smoothed,MassGatherAll,population,OutdoorOver1000,reproduction_rate,StayHomeGenPartial,PrivateGatheringRestrictionsPartial,extreme_poverty,ClosDaycarePartial,StayHomeOrder
16.24,0.0,0.0,0.786,0.0,0.673,0.0,0.0,0.0,402.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,14.08,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,6.0,0.0,0.0,0.0,40642.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35220.084,412.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7316918.0,0.0,0.099,4161.794,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,6.669,0.0,121.206,0.0,6.825,0.0,0.0,0.0,0.0,0.0,27.8,23.021,251237.0,47476.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0085,0.0,0.0,3.18,0.0,0.0,0.0,0.0,117.9,583.344,0.0,0.0,0.0,6.286,0.0,60367471.0,0.0,1.32,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.777,0.0,0.872,0.0,0.0,0.0,415.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,13.782,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,10.0,0.0,0.0,0.0,52658.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0,4.0,0.0,0.0,35220.084,476.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7369576.0,0.0,0.166,4169.679,0.0,0.0,0.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,6.886,0.0,122.079,0.0,7.885,0.0,0.0,0.0,0.0,0.0,27.8,23.021,251713.0,46934.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0089,0.0,0.0,3.18,0.0,0.0,0.0,0.0,112.9,583.51,0.0,0.0,0.0,6.286,0.0,60367471.0,0.0,1.29,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.76,0.0,0.848,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,13.931,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,6.0,0.0,0.0,0.0,51188.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35220.084,522.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7420764.0,0.0,0.099,4178.326,0.0,0.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,7.173,0.0,122.927,0.0,8.647,0.0,0.0,0.0,0.0,0.0,27.8,23.021,252235.0,45864.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0094,0.0,0.0,3.18,0.0,0.0,0.0,0.0,105.9,583.609,0.0,0.0,0.0,6.286,0.0,60367471.0,0.0,1.27,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.73,0.0,0.774,0.0,0.0,0.0,436.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,13.699,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,3.0,0.0,0.0,0.0,46723.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35220.084,574.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7467487.0,0.0,0.05,4187.835,0.0,0.0,0.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,7.225,0.0,123.701,0.0,9.508,0.0,0.0,0.0,0.0,0.0,27.8,23.021,252809.0,44083.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0099,0.0,0.0,3.18,0.0,0.0,0.0,0.0,101.1,583.659,0.0,0.0,0.0,6.286,0.0,60367471.0,0.0,1.27,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.73,0.0,0.88,0.0,0.0,0.0,476.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0,0.0,0.0,0.0,0.0,0.0,13.567,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,158.0,0.0,0.0,0.0,53123.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,35220.084,629.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520610.0,-1.0,2.617,4198.254,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,7.892,0.0,124.581,0.0,10.42,0.0,0.0,0.0,0.0,0.0,27.8,23.021,253438.0,44058.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0108,0.0,0.0,3.18,0.0,0.0,0.0,0.0,92.5,586.276,0.0,0.0,0.0,27.0,0.0,60367471.0,0.0,1.28,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.728,0.0,0.61,0.0,0.0,0.0,478.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,13.964,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,4.0,0.0,0.0,0.0,36807.0,0.0,0.0,0.0,0.0,0.0,8.434,64.81,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35220.084,477.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7557417.0,0.0,0.066,4206.156,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,7.925,509.0,125.19,0.0,7.902,0.0,0.0,0.0,0.0,0.0,27.8,23.021,253915.0,43939.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0109,0.0,0.0,3.18,0.0,0.0,0.0,0.0,91.8,586.342,0.0,0.0,0.0,27.286,0.0,60367471.0,0.0,1.26,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.738,0.0,0.508,0.0,0.0,0.0,487.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,14.379,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,4.0,0.0,0.0,0.0,30666.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35220.084,320.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7588083.0,0.0,0.066,4211.457,0.0,0.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,8.07,0.0,125.698,0.0,5.301,0.0,0.0,0.0,0.0,0.0,27.8,23.021,254235.0,44544.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0109,0.0,0.0,3.18,0.0,0.0,0.0,0.0,91.4,586.409,0.0,0.0,0.0,27.286,0.0,60367471.0,0.0,1.28,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.769,0.0,0.894,0.0,0.0,0.0,485.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,14.925,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,5.0,0.0,0.0,0.0,53976.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35220.084,401.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7642059.0,0.0,0.083,4218.1,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,8.044,0.0,126.592,0.0,6.643,0.0,0.0,0.0,0.0,0.0,27.8,23.021,254636.0,46449.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0105,0.0,0.0,3.18,0.0,0.0,0.0,0.0,95.7,586.491,0.0,0.0,0.0,27.143,0.0,60367471.0,0.0,1.33,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.813,0.0,1.178,0.0,0.0,0.0,509.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,15.439,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,7.0,0.0,0.0,0.0,71095.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,8.0,0.0,0.0,35220.084,642.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7713154.0,0.0,0.116,4228.734,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,8.436,0.0,127.77,0.0,10.635,0.0,0.0,0.0,0.0,0.0,27.8,23.021,255278.0,49083.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0104,0.0,0.0,3.18,0.0,0.0,0.0,0.0,96.4,586.607,0.0,0.0,0.0,26.714,0.0,60367471.0,0.0,1.41,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.875,0.0,1.283,0.0,0.0,0.0,554.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,15.754,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,6.0,0.0,0.0,0.0,77442.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35220.084,840.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790596.0,0.0,0.099,4242.649,0.0,0.0,0.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,9.189,0.0,129.053,0.0,13.915,0.0,0.0,0.0,0.0,0.0,27.8,23.021,256118.0,52833.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0105,0.0,0.0,3.18,0.0,0.0,0.0,0.0,95.2,586.707,0.0,0.0,0.0,26.714,0.0,60367471.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.935,0.0,1.193,0.0,0.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,16.366,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,9.0,0.0,0.0,0.0,71996.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35220.084,947.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7862592.0,0.0,0.149,4258.336,0.0,0.0,0.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,10.072,0.0,130.246,0.0,15.687,0.0,0.0,0.0,0.0,0.0,27.8,23.021,257065.0,56444.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0108,0.0,0.0,3.18,0.0,0.0,0.0,0.0,92.8,586.856,0.0,0.0,0.0,27.571,0.0,60367471.0,0.0,1.57,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,0.993,0.0,1.287,0.0,0.0,0.0,671.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,16.366,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,3.0,0.0,0.0,0.0,77674.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,35220.084,1071.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7940266.0,0.0,0.05,4276.078,0.0,0.0,0.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,11.118,0.0,131.532,0.0,17.741,0.0,0.0,0.0,0.0,0.0,27.8,23.021,258136.0,59951.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0112,0.0,0.0,3.18,0.0,0.0,0.0,0.0,89.3,586.905,0.0,0.0,0.0,5.429,0.0,60367471.0,0.0,1.63,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.065,0.0,1.116,0.0,0.0,0.0,775.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,17.228,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,7.0,0.0,0.0,0.0,67371.0,0.0,0.0,0.0,0.0,0.0,11.435,68.52,0.0,0.0,0.0,0.0,5.0,0.0,0.0,35220.084,1209.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8007637.0,0.0,0.116,4296.105,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,12.85,690.0,132.648,0.0,20.027,0.0,0.0,0.0,0.0,0.0,27.8,23.021,259345.0,64317.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0121,0.0,0.0,3.18,0.0,0.0,0.0,0.0,82.9,587.021,0.0,0.0,0.0,5.857,0.0,60367471.0,0.0,1.65,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.102,0.0,0.761,0.0,0.0,0.0,866.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,18.387,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,4.0,0.0,0.0,0.0,45914.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,35220.084,953.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053551.0,0.0,0.066,4311.892,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,14.348,0.0,133.409,0.0,15.787,0.0,0.0,0.0,0.0,0.0,27.8,23.021,260298.0,66495.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.013,0.0,0.0,3.18,0.0,0.0,0.0,0.0,76.8,587.088,0.0,0.0,0.0,5.857,0.0,60367471.0,0.0,1.61,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.145,0.0,1.198,0.0,0.0,0.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,18.619,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,4.0,0.0,0.0,0.0,72341.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35220.084,876.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125892.0,0.0,0.066,4326.403,0.0,0.0,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,15.472,0.0,134.607,0.0,14.511,0.0,0.0,0.0,0.0,0.0,27.8,23.021,261174.0,69119.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0135,0.0,0.0,3.18,0.0,0.0,0.0,0.0,74.0,587.154,0.0,0.0,0.0,5.714,0.0,60367471.0,0.0,1.55,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.198,0.0,1.549,0.0,0.0,0.0,1037.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,18.619,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,13.0,0.0,0.0,0.0,93529.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,3.0,0.0,0.0,35220.084,1366.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8219421.0,0.0,0.215,4349.031,0.0,0.0,0.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,17.185,0.0,136.156,0.0,22.628,0.0,0.0,0.0,0.0,0.0,27.8,23.021,262540.0,72324.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0143,0.0,0.0,3.18,0.0,0.0,0.0,0.0,69.7,587.369,0.0,0.0,0.0,6.571,0.0,60367471.0,0.0,1.51,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.237,0.0,1.558,0.0,0.0,0.0,1118.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,19.845,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,5.0,0.0,0.0,0.0,94024.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,35220.084,1409.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8313445.0,0.0,0.083,4372.371,0.0,0.0,0.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,18.532,0.0,137.714,0.0,23.34,0.0,0.0,0.0,0.0,0.0,27.8,23.021,263949.0,74693.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.015,0.0,0.0,3.18,0.0,0.0,0.0,0.0,66.8,587.452,0.0,0.0,0.0,6.429,0.0,60367471.0,0.0,1.45,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.297,0.0,1.608,0.0,0.0,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,20.74,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,9.0,0.0,0.0,0.0,97065.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35220.084,1460.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8410510.0,0.0,0.149,4396.557,0.0,0.0,0.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,19.746,0.0,139.322,0.0,24.185,0.0,0.0,0.0,0.0,0.0,27.8,23.021,265409.0,78274.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0152,0.0,0.0,3.18,0.0,0.0,0.0,0.0,65.7,587.601,0.0,0.0,0.0,6.429,0.0,60367471.0,0.0,1.38,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.347,0.0,1.642,0.0,0.0,0.0,1245.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,20.657,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,1.0,0.0,0.0,0.0,99108.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,5.0,0.0,0.0,35220.084,1444.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8509618.0,0.0,0.017,4420.477,0.0,0.0,0.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,20.628,0.0,140.964,0.0,23.92,0.0,0.0,0.0,0.0,0.0,27.8,23.021,266853.0,81336.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0153,0.0,0.0,3.18,0.0,0.0,0.0,0.0,65.3,587.618,0.0,0.0,0.0,6.143,0.0,60367471.0,0.0,1.33,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.369,0.0,1.271,0.0,0.0,0.0,1267.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,22.148,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,4.0,0.0,0.0,0.0,76723.0,0.0,0.0,0.0,0.0,0.0,14.906,68.52,0.0,0.0,0.0,0.0,7.0,0.0,0.0,35220.084,1365.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8586341.0,0.0,0.066,4443.088,0.0,0.0,0.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,20.998,900.0,142.235,0.0,22.612,0.0,0.0,0.0,0.0,0.0,27.8,23.021,268218.0,82672.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0153,0.0,0.0,3.18,0.0,0.0,0.0,0.0,65.2,587.684,0.0,0.0,0.0,5.714,0.0,60367471.0,0.0,1.29,0.0,0.0,2.0,0.0,0.0
16.24,0.0,0.0,1.399,0.0,0.969,0.0,0.0,0.0,1273.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,22.893,113.151,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,205.859,0.0,0.0,6.0,0.0,0.0,0.0,58518.0,0.0,0.0,0.0,0.0,0.0,0.0,68.52,0.0,0.0,0.0,0.0,8.0,0.0,0.0,35220.084,996.0,83.51,0.0,0.0,0.0,0.0,0.0,0.0,35483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644859.0,0.0,0.099,4459.587,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,21.099,0.0,143.204,0.0,16.499,0.0,0.0,0.0,0.0,0.0,27.8,23.021,269214.0,84473.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.892,0.0,0.0,0.0,0.0151,0.0,0.0,3.18,0.0,0.0,0.0,0.0,66.3,587.783,0.0,0.0,0.0,6.0,0.0,60367471.0,0.0,1.25,0.0,0.0,2.0,0.0,0.0
