new_tests,new_people_vaccinated_smoothed,new_deaths_per_million,new_cases,people_fully_vaccinated,total_deaths_per_million,people_fully_vaccinated_per_hundred,reproduction_rate,total_boosters,new_people_vaccinated_smoothed_per_hundred,total_cases_per_million,new_cases_smoothed_per_million,new_tests_smoothed,people_vaccinated_per_hundred,new_vaccinations_smoothed,people_vaccinated,total_tests,new_deaths,total_tests_per_thousand,new_tests_smoothed_per_thousand,stringency_index,new_tests_per_thousand,tests_per_case,icu_patients,new_cases_smoothed,total_deaths,new_vaccinations_smoothed_per_million,positive_rate,total_vaccinations_per_hundred,total_cases,total_boosters_per_hundred,new_cases_per_million,total_vaccinations,new_vaccinations,new_deaths_smoothed,new_deaths_smoothed_per_million
43498.0,0.0,1.047,2936.0,0.0,36.229,0.0,0.8,0.0,0.0,1382.705,31.774,34381.0,0.0,0.0,0.0,951323.0,89.0,11.186,0.404,75.93,0.511,12.7,0.0,2702.143,3081.0,0.0,0.0786,0.0,117589.0,0.0,34.524,0.0,0.0,100.714,1.1840000000000002
42004.0,0.0,1.094,2615.0,0.0,37.322,0.0,0.75,0.0,0.0,1413.454,30.932,34530.0,0.0,0.0,0.0,993327.0,93.0,11.68,0.406,75.93,0.494,13.1,0.0,2630.571,3174.0,0.0,0.0762,0.0,120204.0,0.0,30.749,0.0,0.0,97.571,1.147
41431.0,0.0,0.988,2188.0,0.0,38.31,0.0,0.69,0.0,0.0,1439.182,29.363000000000003,34970.0,0.0,0.0,0.0,1034758.0,84.0,12.168,0.411,75.93,0.487,14.0,0.0,2497.143,3258.0,0.0,0.0714,0.0,122392.0,0.0,25.728,0.0,0.0,94.0,1.105
36318.0,0.0,0.917,1983.0,0.0,39.227,0.0,0.68,0.0,0.0,1462.5,27.888,34686.0,0.0,0.0,0.0,1071076.0,78.0,12.595,0.408,75.93,0.4270000000000001,14.6,0.0,2371.714,3336.0,0.0,0.0684,0.0,124375.0,0.0,23.318,0.0,0.0,90.0,1.058
24001.0,0.0,0.7170000000000001,1670.0,0.0,39.945,0.0,0.7,0.0,0.0,1482.1370000000004,26.734,33804.0,0.0,0.0,0.0,1095077.0,61.0,12.877,0.397,75.93,0.282,14.9,0.0,2273.571,3397.0,0.0,0.0673,0.0,126045.0,0.0,19.637,0.0,0.0,84.571,0.994
35771.0,0.0,0.753,1614.0,0.0,40.697,0.0,0.75,0.0,0.0,1501.116,25.866,36036.0,0.0,0.0,0.0,1130848.0,64.0,13.297,0.424,75.93,0.421,16.4,0.0,2199.714,3461.0,0.0,0.061,0.0,127659.0,0.0,18.979,0.0,0.0,80.143,0.942
33283.0,0.0,0.6940000000000001,1832.0,0.0,41.39100000000001,0.0,0.79,0.0,0.0,1522.658,24.925,36615.0,0.0,0.0,0.0,1164131.0,59.0,13.689,0.431,75.93,0.391,17.3,0.0,2119.714,3520.0,0.0,0.0579,0.0,129491.0,0.0,21.542,0.0,0.0,75.429,0.887
30303.0,0.0,0.753,2253.0,0.0,42.144,0.0,0.8,0.0,0.0,1549.151,23.778,34730.0,0.0,0.0,0.0,1194434.0,64.0,14.045,0.408,75.93,0.35600000000000004,17.2,0.0,2022.143,3584.0,0.0,0.0582,0.0,131744.0,0.0,26.493,0.0,0.0,71.857,0.845
30395.0,0.0,0.67,1977.0,0.0,42.81399999999999,0.0,0.76,0.0,0.0,1572.398,22.706,33072.0,0.0,0.0,0.0,1224829.0,57.0,14.403,0.389,75.93,0.35700000000000004,17.1,0.0,1931.0,3641.0,0.0,0.0584,0.0,133721.0,0.0,23.247,0.0,0.0,66.714,0.784
33687.0,0.0,0.564,1848.0,0.0,43.378,0.0,0.73,0.0,0.0,1594.128,22.135,31965.0,0.0,0.0,0.0,1258516.0,48.0,14.799,0.376,75.93,0.396,17.0,0.0,1882.429,3689.0,0.0,0.0589,0.0,135569.0,0.0,21.73,0.0,0.0,61.57100000000001,0.7240000000000001
35605.0,0.0,0.588,1546.0,0.0,43.966,0.0,0.72,0.0,0.0,1612.307,21.401,31864.0,0.0,0.0,0.0,1294121.0,50.0,15.217,0.375,75.93,0.419,17.5,0.0,1820.0,3739.0,0.0,0.0571,0.0,137115.0,0.0,18.179,0.0,0.0,57.57100000000001,0.677
36187.0,0.0,0.5529999999999999,1542.0,0.0,44.519,0.0,0.74,0.0,0.0,1630.439,21.186,33604.0,0.0,0.0,0.0,1330308.0,47.0,15.643,0.395,75.93,0.426,18.7,0.0,1801.714,3786.0,0.0,0.0536,0.0,138657.0,0.0,18.132,0.0,0.0,55.57100000000001,0.653
32722.0,0.0,0.647,1114.0,0.0,45.166,0.0,0.78,0.0,0.0,1643.5379999999998,20.346,33169.0,0.0,0.0,0.0,1363030.0,55.0,16.028,0.39,75.93,0.385,19.2,0.0,1730.286,3841.0,0.0,0.0522,0.0,139771.0,0.0,13.099,0.0,0.0,54.286,0.638
37351.0,0.0,0.623,1704.0,0.0,45.789,0.0,0.83,0.0,0.0,1663.575,20.131,33750.0,0.0,0.0,0.0,1400381.0,53.0,16.467,0.397,75.93,0.439,19.7,0.0,1712.0,3894.0,0.0,0.0507,0.0,141475.0,0.0,20.037,0.0,0.0,53.429,0.628
